D1|D2
6092|19549
7246|22074
4738|872
10253|1867
10152|10249
10471|16541
17502|22794
11616|19835
16136|5100
27614|2688
2752|1887
14942|5910
15596|17157
11627|18914
25268|803
19644|8851
10918|12224
17577|16621
23854|19925
22493|1814
27043|17384
5324|17792
20429|9288
6124|16937
779|1812
24472|1394
7785|10136
9369|9739
5788|12046
7313|16542
18710|20881
25274|382
2357|1921
17248|11164
14023|16673
23293|928
26241|18440
18845|9659
27598|4112
2361|1599
13205|19037
23939|12843
14945|5693
8525|14291
12383|21768
14174|4187
14570|4088
12048|16809
10789|22985
25797|22477
10829|19663
20930|491
20289|20927
696|8739
18403|13627
17519|21469
13602|18903
10979|7209
10151|10424
10971|7903
20474|5563
22866|3641
24795|7348
8474|18546
24797|7183
25069|17376
12385|21588
21513|17633
9642|19896
545|21287
1935|4222
17340|3546
305|8443
14205|1609
22098|1837
9641|20004
9698|15267
11431|2501
13980|20322
2698|6447
1872|9468
6844|22767
13707|10222
4254|8367
18106|5530
23125|14942
7839|5740
5917|1430
6212|9714
2594|15085
4579|14169
20866|5831
7045|6098
14162|5203
8554|11924
9685|16355
540|21738
18846|9644
6111|18090
8666|2653
18692|22481
23564|11317
14900|9530
9449|3194
21327|374
24068|2249
3564|133
23158|12238
12815|18727
10211|5506
6585|11556
13969|21251
12439|17172
18317|20810
13611|18200
5048|8053
26994|21514
23865|19141
14362|21445
25968|8436
10125|12664
2767|779
25168|9301
23983|9341
15650|12846
20278|21948
17711|5634
26315|12414
770|2696
26430|2867
23662|3208
4301|4531
20356|15466
3029|11817
7819|7465
2157|18657
17642|11333
21850|22524
26748|9249
9014|6586
7383|10878
24301|15695
8922|14212
10225|4369
15742|5243
11323|11567
22269|20567
3894|5574
11295|13888
26628|19164
27125|10680
20336|17168
3793|13953
6309|1744
10488|15326
20365|14752
13748|6914
25988|6760
4234|10135
25545|10760
1376|17975
19512|20006
26976|23063
4967|14828
281|10556
18358|17486
3090|6793
21174|13126
27543|8776
27387|21792
10435|19762
21545|15151
7799|9179
26350|9564
7824|7091
24387|8637
23182|10347
16711|23158
16492|8567
23968|10639
6626|8248
3067|8733
24763|10234
16062|11478
19354|376
19680|6086
8605|7822
18560|795
11779|6548
10952|9654
15931|22385
5378|13543
19309|4156
26399|5472
26066|345
18373|16313
20738|16613
12064|15650
7406|9078
4596|12917
12120|11011
18828|11295
15633|14343
20734|16941
23057|20735
24324|13940
23513|15716
24221|22488
10823|20395
19959|15783
14554|5637
10077|16777
21547|15055
20902|3054
12572|6305
4550|16754
18455|9545
24733|12772
15015|148
20670|22301
26208|21427
15528|23087
5349|15986
5524|1461
20069|6639
7853|4775
18958|550
19475|23161
4891|21246
1173|2157
3904|4864
16454|11773
23248|4916
14428|16091
3543|2064
20870|5735
8698|187
12375|22687
23873|18632
25645|2574
16377|18201
24613|22698
4263|7848
17633|12244
1454|11629
22455|5238
1763|18748
7894|1404
13617|17897
12888|12868
13763|5777
4567|15398
6900|18362
6154|14743
10160|9924
17768|1042
12123|10830
8485|17901
15957|20329
10858|17547
12832|17560
23533|14115
27042|17798
16789|16814
22240|23128
6907|17795
12636|1063
27250|538
12104|12454
15303|9079
1137|5195
1038|13417
9655|19115
10565|9112
13344|7818
25658|1616
1342|20972
23211|8102
3068|8794
10532|11863
8066|19937
12103|12571
11991|21867
25246|2999
15766|3427
10654|1765
13956|22583
12404|20327
16837|12839
740|5415
22472|3890
12835|17325
1104|7976
4319|3283
9270|18325
4670|6915
19901|20672
16759|19316
16487|9127
13949|23175
5920|1464
19750|487
14999|1597
8983|9396
24658|19121
7082|3345
16844|12313
6311|1790
17322|5408
9371|9959
17198|15697
19898|20969
15535|22632
760|3785
23446|21385
5856|6816
7850|5141
21251|6954
11241|18602
6205|10605
14165|5279
24020|6561
27584|5607
11257|17295
13724|9153
9857|2424
20362|15264
10087|16096
3749|17870
13379|5027
14998|1726
5386|13068
23277|2683
20713|18890
22317|16824
12532|9768
27187|5806
19635|10052
24832|4663
12594|4627
10637|3230
23193|9638
10445|19163
4981|13945
21092|20240
23245|5381
673|11058
17319|5723
12795|20760
16332|22101
16188|1285
10067|17786
16409|15712
12999|3804
3319|20835
21559|14229
23290|1627
27436|18001
25194|7484
16032|14223
8891|17104
14389|19521
11291|14513
16021|15133
21151|15321
19934|18081
19609|12286
26037|2997
20310|19640
21265|5916
24740|12347
25918|12878
5719|18253
12936|9093
18720|20536
12240|1297
10591|7123
547|21562
24087|1045
9803|6987
1484|9334
4334|2162
23286|2045
7878|2937
15675|11157
22103|1929
19960|15956
10278|343
13637|16473
8906|15911
26438|2586
10204|6484
17151|19727
11824|3091
17636|12237
26216|21020
10454|18526
13674|13382
19147|17880
2667|9485
12899|12176
20508|3213
23623|6814
581|18783
17351|3111
2152|19461
19270|7720
3911|4547
11689|14338
7055|5745
19731|2229
15301|9472
26199|22389
26684|14902
19179|15268
2263|10266
13713|10203
21607|10344
1870|10122
3537|2843
5429|9645
25030|21134
7330|15718
12618|2805
7337|15134
15772|3172
6117|18093
12180|6393
14830|15826
4333|2329
10656|1798
16061|11955
14142|7398
2196|15857
6171|13624
19235|10641
17126|21846
9843|3764
21074|21845
3823|11893
12448|16903
12808|19792
17149|19931
13780|4650
953|20736
1587|883
137|22929
9670|18117
1891|8416
3738|18956
15673|11374
8458|20410
18551|1872
21269|5656
21975|12590
9241|20980
19557|16735
27404|20738
3047|10794
5525|1723
13247|16179
3452|9950
15384|2617
16107|8145
15414|139
21196|11744
18939|2464
2951|18777
13603|19379
19646|9319
13768|5681
21270|5600
27405|20681
159|21137
10831|20087
13718|9871
14411|17889
22840|6418
27421|19428
6535|16225
21071|22171
16581|1629
14835|15451
18779|15786
11344|10316
8636|5708
22275|20524
19099|21987
19487|22550
25285|128
1474|10341
21330|699
16489|9295
13369|6114
15286|10842
6305|2581
1382|17980
22007|10042
15741|5825
10404|22831
19906|20585
4162|16622
21257|6754
14193|3238
16122|6977
7713|16804
13593|20275
1883|9185
25898|14821
22902|1335
24382|9568
25031|21250
26989|22574
9030|5812
15689|10191
8930|14110
8886|17789
19107|21397
23584|10252
10046|19810
23206|8855
24329|13943
17181|17410
18473|8476
22420|8610
5421|10481
4213|12439
20855|7428
24083|1651
19175|15801
18962|712
1749|20342
13999|19423
12775|22711
9269|18771
14221|970
26459|1014
15143|22748
7479|3530
26331|11637
7292|19050
26028|4022
21209|10793
14473|12832
11850|1176
20472|6426
4922|19161
14410|18100
21134|17078
3059|9945
2506|23077
15281|11345
17349|3552
26656|17516
19263|8516
23917|15455
9020|6708
25880|16389
26987|22812
26272|16626
26336|11319
17934|20505
20275|22823
25218|5810
15195|18476
22471|4387
8655|4244
27126|11294
26398|6179
24480|1473
20303|20489
401|1215
12446|17305
17588|16502
17332|4996
6228|9094
5848|7869
15619|16097
7095|2675
3389|15374
23110|16923
25110|14742
11381|7402
18074|8929
16537|5426
12550|8664
18783|15608
7747|14108
1405|16221
12456|16506
6645|7293
8235|6392
15714|8235
23485|18613
22699|18312
20328|18504
10083|16850
27546|9239
9025|6355
16077|10882
16169|3249
25426|21369
6232|8800
23909|16177
3092|7290
12152|8957
10411|22409
24821|6062
10518|13519
22798|10073
20115|3442
2145|20369
25239|4077
7744|14412
232|15307
2113|23022
24782|9243
3115|5395
19148|18157
3539|2977
8182|10822
22097|2768
22918|155
7851|5544
9658|19409
23528|15062
10893|15207
10889|15536
10658|1941
22320|17017
7266|21335
12838|17590
19615|12162
15579|19468
12033|18871
26390|6871
7119|758
7788|10766
25874|16935
12858|15938
10465|17978
4540|18226
22832|7343
3790|14935
26029|4142
11829|3068
22709|17543
10583|8176
27255|692
19522|19917
10045|20061
5398|12552
18018|13666
12051|17400
12003|21388
11615|20846
21625|9201
23134|15015
21959|14239
3318|21379
3524|4281
23297|1547
24248|20916
22383|11869
17249|12001
8862|19979
15641|14403
24351|12361
22095|3002
2341|4176
17224|14081
20000|13045
24783|9236
20022|11209
10641|3421
25265|2002
3314|21736
21150|15881
253|13650
15994|17858
17168|18718
27585|6054
14560|5801
16895|8606
10646|2994
23273|3569
8642|5513
16862|11383
8955|12299
15939|22458
4634|10497
7900|1552
10084|16892
6486|20612
7388|11283
21734|224
20774|14372
19949|17300
20489|5248
6711|1956
8163|12514
24703|15976
542|22460
12578|6495
10215|6038
21485|20879
20382|14122
10064|18567
10533|12402
20060|8081
20133|2022
19243|10408
11048|2454
4648|9355
6987|11837
14591|3307
27502|12989
15585|19105
17778|935
6699|2962
16142|5648
26856|1087
16498|8846
8557|12607
2737|4153
12974|6437
26728|11787
3842|10751
1157|4229
9425|6125
12036|18792
18349|19110
17553|19645
1081|10544
10263|2096
3415|13432
5080|6311
18341|19763
9622|22556
17678|9245
16438|13859
22466|5066
8108|17142
8513|16294
18307|22579
8681|2355
10116|14313
17143|20888
12178|6997
20526|2235
7738|15079
3805|13855
16724|22935
12947|8749
23150|13874
16054|13009
6982|12317
2252|11687
19090|23166
158|21649
989|18216
11638|19072
3484|7748
15719|8035
27194|5859
24065|3448
2154|19833
4636|10429
22346|15050
19592|14251
10232|4715
1410|16059
2159|19429
15606|17455
18347|19340
14114|10224
25108|15249
22481|3883
5062|7875
16166|3730
16137|6147
22286|20055
12093|14119
19535|19068
25607|6563
6299|3534
16827|14449
4217|12487
16544|5182
14367|22029
12895|13135
20|400
9479|1724
15644|14341
20811|11461
13762|6685
27460|16615
17222|14419
17683|8924
10466|18136
20852|8045
16029|15131
27385|22845
11858|901
5901|3815
21898|19533
5751|16267
10869|17448
27231|2866
23471|20036
6064|23047
18516|5374
10134|12942
5878|5739
1025|15316
22750|14402
3696|23006
3762|17529
23553|13281
2622|13841
4747|1318
21183|13375
3336|20125
630|15345
5077|6692
18067|9849
12041|18492
23585|10613
9288|17627
23225|7718
4139|19030
9015|7545
2595|16111
16038|14464
9312|15658
15385|3129
26757|9484
18697|23142
3506|6039
6970|13427
18862|9451
14957|5896
10859|18320
6462|22830
25646|3397
18428|12708
5898|4125
7689|19310
23088|19131
1773|18816
20503|4313
12508|12534
9380|10021
3893|6711
5897|4223
10587|8172
6339|306
26408|5775
7825|8044
25625|5233
8537|14471
2327|5627
24826|6019
11639|19173
1896|8644
22353|14626
12219|3788
7794|10625
1918|6821
25461|18864
25478|17392
23574|11645
14436|16423
25029|21892
16770|19312
402|1594
4505|21500
13403|3841
750|5482
21524|17940
20551|389
26832|3335
23521|16025
14528|8774
25211|6808
19358|1096
5397|13007
19514|20918
7264|21873
1529|6367
5022|11362
24485|1540
5434|9931
20307|20637
19187|15348
10874|17179
9461|3389
26665|17275
5388|13770
12483|14723
15422|161
16483|10382
15278|12087
14964|5388
14895|11113
17515|23024
2766|2035
4598|13820
22445|7056
25603|7143
25828|21174
20369|15574
18567|1305
9471|2590
21884|20904
12512|12346
316|8793
20814|11403
22398|10996
11660|17531
21187|13202
19987|14496
14462|14312
5946|270
26709|13609
1089|10184
27544|9843
26724|12365
10458|18982
16602|541
16983|1731
12226|3340
24494|915
2716|6221
27036|19315
19280|7682
23197|10257
25448|20054
21658|6917
8696|1405
21592|12389
2367|2437
10291|118
4245|10407
5395|13258
23262|4843
14145|7895
10673|1194
7797|10522
24466|3271
3769|17164
22384|12239
5809|11690
19331|3494
24017|7765
22919|594
27452|17532
20394|13562
1965|3069
3054|10989
26613|21634
20496|5082
20927|2083
577|19970
24226|23172
20524|2761
17638|12926
10218|6202
27040|18969
10919|13550
22803|10200
1370|19695
15680|11596
11370|8883
9871|2257
4924|19633
9343|13304
1351|21285
16086|10712
24277|18980
25616|6173
4628|11437
27205|5365
13845|84
2366|2584
18539|3708
19180|16041
12577|7030
27179|7530
18782|16299
15149|22932
20904|4014
19903|21560
8645|5741
17000|416
20121|3524
6531|17364
8304|1278
11656|17968
11993|22782
17962|18881
26036|4047
13|1303
7258|22551
13173|23153
22828|8202
6227|9840
2184|17721
12068|16537
21672|5843
5142|1593
10511|14708
10675|1097
19724|3683
25673|1495
7107|2352
20715|19791
3743|19426
16363|20558
4131|19986
24506|37
1052|13404
20553|458
19289|7069
25206|7503
13406|3817
8149|14185
4740|2224
6583|13091
3846|10889
19548|18323
14076|13791
18004|15450
18429|12948
23858|21095
22910|1477
4697|5800
4584|15180
5058|8604
7726|16547
21203|12074
12412|20838
16868|11441
3180|646
24103|750
5684|22187
2920|22237
22889|3203
27556|9032
20923|2539
27129|11704
9652|20548
10570|9887
10650|3247
19990|14439
10969|9536
5820|10921
3367|17903
15562|21509
14955|6357
10958|10448
1085|10706
11447|2623
20718|19550
12630|2733
4177|16229
18543|3517
17280|10034
8842|22247
303|10092
7422|9031
3184|352
17145|21248
14812|18284
10115|14888
9415|7453
2727|5511
17183|18074
2193|17073
25935|12596
11830|3645
6698|3614
1127|7250
25612|6641
23514|16891
6233|9444
27127|11974
17314|7207
16943|5230
26452|2465
9278|18868
5118|3692
7370|13387
5345|17616
24787|9535
149|22907
5793|13201
17980|17512
4557|17502
19670|8298
24424|6932
4280|7724
4527|19989
9403|8500
6521|18326
18811|14051
15790|2655
18028|13551
16898|9035
13187|22142
7831|7919
5428|10767
20318|20091
12491|14353
21717|2272
15571|20857
20812|11839
761|4929
15565|21362
7114|1912
1936|5711
23440|23089
23612|8813
8946|13694
23310|1112
16582|2489
21336|1117
18577|791
5511|3905
9383|10219
17124|23080
3419|13699
27545|10065
20764|15872
4322|4293
1169|3850
2654|11675
17362|3309
8609|8939
9886|1249
1776|19013
21278|5960
3490|7833
20055|9165
1988|1421
16199|1541
6323|2060
14408|19126
10139|13037
2549|20406
7353|14896
25155|11913
9280|18799
25298|49
16809|16501
25618|6259
3174|1309
25633|5017
7458|6171
2700|7877
10426|21972
26826|4308
9036|6295
14229|1238
3837|11820
2207|16040
17990|16766
24247|21713
11216|21958
4354|1683
21337|1099
26056|2695
4925|19838
19198|14851
1107|9052
18865|9724
25072|18776
10871|17845
8653|5322
12475|15805
25050|20610
26279|16909
21192|13169
13767|6850
18427|13293
5785|14020
25566|10562
22395|11623
1596|1259
12971|7391
8303|1646
18424|13586
26439|3709
11794|6806
2203|16421
2678|9774
19567|17014
14157|7305
2303|8129
6609|11172
14891|11890
25941|12293
3437|12315
26472|995
23512|17245
6992|12164
8899|17723
7730|16469
12006|22016
17317|7190
16453|13369
4148|18858
21692|4524
7256|23042
18725|21405
24698|17112
26850|2338
6542|16762
7307|18801
9831|5917
2683|9384
16020|16522
16971|3127
10649|3587
6911|18928
155|22612
20918|3211
7879|4121
21118|19370
2578|18120
20072|7884
10912|14517
3508|6467
23142|15220
22737|16063
15656|13969
6662|6819
16378|19582
12468|16436
2685|9246
3980|64
9246|21746
20438|10332
22788|11882
12476|15813
10543|12392
18854|10721
16946|5253
27002|22594
12232|3303
1372|19929
21158|16094
27252|1851
1479|11056
16046|14405
1772|19509
178|20744
8536|15152
23463|21375
16567|3924
17777|1844
2724|6043
3041|12494
19160|18134
19679|7824
14817|18147
14120|10462
14086|13289
10217|6714
201|18849
2125|22994
22416|10018
20698|21545
3765|17949
10884|16915
25864|18713
8519|16603
15570|21165
10171|10572
10625|5661
1823|15317
22885|3904
786|3085
27604|5452
9232|22970
13850|138
13451|486
26060|2534
16781|19014
5085|6725
9638|22062
3754|18905
1595|1489
1782|18742
5463|8125
20119|4089
8625|7825
4763|703
15390|3382
9092|1829
3086|8817
7038|8497
17136|22340
24886|1637
5491|5817
386|3556
5737|18167
12224|4058
1992|1330
9664|19911
23621|8372
10476|18045
11064|2038
3483|8656
21272|6726
10502|15907
9344|13714
23666|4682
7657|22689
18141|4494
8263|5156
15404|2285
14167|6659
24416|7961
3361|18813
5701|21188
25852|19863
19293|7180
23871|20418
251|14800
26447|3257
18964|1716
578|20436
9374|11260
14612|2479
25867|18635
8288|3090
12431|19664
5410|12597
6876|22006
10452|20114
7842|7369
15394|3159
7444|7623
344|7105
18047|12337
17606|16170
16009|17646
2916|23008
2137|22134
7707|18585
25249|4357
7837|7799
19705|5766
15589|19729
1366|20605
20469|7894
11755|10272
8461|21557
17241|13725
16348|22305
20363|16744
10|2087
24501|969
13647|17118
612|17662
1411|16880
6218|11110
1499|9577
6989|12674
8984|10936
16903|8991
7748|15218
7720|17530
9901|346
20938|1769
6139|17686
22499|3274
25863|18973
11820|4937
15227|17072
11361|10264
8197|10734
2655|11968
25256|3827
2634|13707
7814|9750
16985|2238
27535|11281
4911|21339
5067|8389
8130|16308
5688|22388
23993|10385
14028|18276
16350|22153
27195|6751
4906|21758
8596|10396
16769|20153
4202|14652
18797|15665
17945|20892
3089|8740
2671|10667
5810|12278
3034|13300
9411|8306
26654|18955
26796|7176
20807|12717
2620|14908
9052|5332
1463|12633
2324|6705
25965|10620
26667|17895
4945|18556
22725|17353
2797|233
8320|568
26300|15593
11079|941
22105|3332
20132|3251
11781|8236
15713|9567
16177|3822
14463|15018
2238|13868
180|20843
16995|1479
9107|797
18934|4372
4248|10881
20351|17822
15396|3099
8896|18330
3155|3306
25821|22545
6977|13772
8184|11884
16102|10046
17352|4595
21747|251
7410|10611
8092|19541
5456|8947
16905|8967
22677|21420
5867|7602
3363|18835
6084|22363
21748|209
2751|4106
14504|11626
7335|16858
16125|8156
10031|22456
15703|10426
7375|13524
16198|2109
23689|2936
17176|19236
9001|9640
26670|17715
4530|20292
26246|20081
9010|8922
260|14263
9487|2092
11791|7471
6525|18566
2728|6027
8646|6364
18589|298
8160|13923
4603|14252
15697|10972
22484|4693
4224|12938
21617|11115
20088|6945
7130|1133
20457|9092
12579|7597
17201|17182
9856|4246
20523|3600
18459|11074
20448|9826
25598|8356
1960|4263
22490|4181
189|20184
3855|10824
3039|13018
12546|10387
8115|17690
9346|13825
27017|21733
11223|21868
5861|8186
22672|21885
4145|19538
1470|12190
7348|15844
6946|16428
11736|12079
7091|4395
8575|12311
1801|17504
9818|7445
4512|21866
12994|6009
10964|10660
20701|21667
24483|2676
3380|17526
26786|8113
10882|17462
13695|13339
19744|2786
25604|7917
13854|147
8695|2390
12867|16573
12026|20840
5328|19698
20481|7201
8282|3893
11413|6166
26026|5744
23713|1088
5815|12048
2162|20350
5098|6041
21531|18350
8629|7882
8215|9483
17950|20662
7144|57
23617|9038
2922|22814
14644|183
8202|10571
25586|9456
5563|226
675|12716
1814|16485
25192|9393
1360|21404
14882|13204
19774|380
25643|4737
11270|18094
15702|10659
1045|14787
9042|6399
23941|14951
9654|21135
2354|4456
16146|6581
15246|15787
22404|11508
7116|2440
14467|14905
9806|8549
17385|2091
13626|19175
27169|9234
20887|6344
20767|16295
16561|4957
19152|19270
20295|22705
5826|11202
5504|5175
8964|12909
12587|7093
18398|16309
9297|18041
22118|2452
1939|6162
13185|23001
5119|4379
27048|19246
21170|15655
20947|1385
3074|10282
22296|20495
4507|22411
13692|13738
14010|20085
23933|15688
16767|20632
13649|17279
10671|2335
18535|4959
14956|7116
11813|5844
9811|8170
21495|21423
12088|15819
13401|5144
12075|16902
14077|14581
19666|9438
21691|5201
16867|12385
24320|16369
16507|9477
20900|5312
958|22103
25919|14758
17236|14504
21274|7040
23518|17389
14842|16604
12216|5188
18014|15474
8085|20393
4286|8031
1568|4254
19527|21013
15206|19205
18165|2981
1756|21428
10133|14269
24719|16011
3764|18599
26464|2246
21872|22988
14984|4868
12076|16855
18499|8026
789|3388
18342|21058
11710|14441
27425|20800
13664|16098
3935|4421
7700|19620
2638|13781
24267|20788
24854|4829
2241|13963
27142|11531
16134|7743
6238|9908
19633|12250
5787|14574
5336|19235
19295|7528
14458|15766
13393|5854
4268|9585
11265|18667
17639|13887
21512|20116
16203|2013
7374|13929
8876|20338
21334|2113
23165|13982
27489|15595
12563|9222
23550|14792
16553|5771
14138|9605
4725|4438
6961|15464
24502|1367
7435|8887
12102|14765
18354|20129
3095|8663
25278|2457
9273|20197
13684|14502
7265|23020
23473|21222
19907|22292
262|14438
27189|7692
21911|19795
3102|8098
20126|4159
22460|7045
25125|15240
4558|18341
15172|22130
13054|1311
25073|19561
15781|4353
27021|21720
10274|2680
5690|22700
1804|17551
13449|1275
1953|5193
17800|599
4124|21610
1504|9690
6739|1164
13260|16971
8847|22828
4662|9729
5147|2242
6888|21592
21974|14640
6210|12322
16975|3560
4205|14909
15736|8090
8599|10666
23958|13798
3936|4478
12470|17031
10102|16979
660|14237
9773|11521
10849|20514
25887|17518
7898|3305
4293|7613
25917|15032
8278|4552
10937|13235
8172|13349
4957|18044
21713|3575
16746|22611
25180|10740
26834|4528
1412|17370
23274|5080
22360|15402
16098|10868
26069|2494
5833|10877
3781|17369
18824|13973
8913|17399
2400|923
2551|21162
17994|17328
16072|13016
1977|3262
14875|14061
13596|21949
15016|2394
14067|15630
256|15046
18115|7320
23454|22942
21616|11655
27230|4400
185|20946
24749|13722
16071|13120
7105|3654
6081|23114
9503|1225
6118|20034
2652|12805
10286|1767
5928|3038
12042|19856
21555|16698
204|19390
9839|6131
13214|20922
4542|19788
7514|2498
23174|13445
26652|19701
27516|13526
18976|1427
9500|1485
16182|3962
24487|2763
3403|16037
9502|1347
3734|21328
8604|10348
20114|5274
1034|16056
1808|17349
5370|16623
27591|7321
23115|18383
4900|22875
10676|2226
20813|12834
16407|18078
22929|1043
16070|13291
22139|1077
18864|10755
10245|5218
3181|1715
10966|10914
8329|412
13599|21776
20443|10773
8214|9955
23894|19245
2781|2159
14483|13913
1156|5957
15808|2248
16991|2359
4239|12212
5451|9934
11776|9238
7040|9107
2531|22912
22449|8097
6199|13378
7675|21941
9716|16401
22934|667
650|15203
24266|21180
26368|10565
2213|16557
14420|19197
7696|20210
24707|17367
17167|20553
17595|17796
19982|16293
3169|2751
14636|1251
18875|9870
17353|5124
16458|13872
18888|8777
20103|6239
1882|11275
6130|19155
3850|11786
18532|5615
18155|4130
21696|5147
1363|21600
13746|9642
12159|10289
14217|3315
10945|12746
20512|5097
19284|8722
12893|14879
14502|12410
24909|579
6286|6216
6240|10035
13428|3248
10072|19660
21271|7633
15179|21799
9114|892
26292|16940
23126|17559
18102|8560
21115|20636
17020|74
13653|17387
13686|14653
23494|19778
767|5568
1213|1321
20412|13431
19387|202
15694|11802
10950|12360
11698|15810
25486|18319
20464|9108
13228|19877
25487|18238
16535|7546
17155|21618
20380|16135
18816|14874
18983|1015
3520|6468
15289|12696
20726|20187
4949|18945
23204|11116
25950|12527
8201|11158
27529|12549
16079|12668
20539|2922
1789|19082
3901|7626
23653|6603
1926|7722
1866|12702
3857|11290
9397|10238
4678|8694
15600|19686
8114|18424
10234|6301
12029|21169
25253|4939
21243|10064
24032|7953
24655|21811
16620|546
5330|20126
1909|9161
11294|16639
3759|19459
19122|22253
16987|2858
20044|11267
18848|12231
6505|20908
6137|18685
24910|600
3450|12343
27070|17929
6319|3597
7765|14651
11045|4556
3020|15262
10665|3329
3545|4469
5385|15586
10897|16835
23627|8832
22034|9981
2356|4856
26375|10095
5014|13621
20692|23055
3498|8377
4283|8754
14789|21479
2343|5936
3596|250
24858|4941
14829|18163
19246|11993
300|11674
12592|7230
20093|7284
3725|22315
10640|5436
15684|12785
22712|19279
16447|14988
9016|9148
20017|13574
12599|6671
25689|1595
8136|16680
12485|16138
20908|5155
20315|21607
2990|17809
8685|3870
1978|3503
3815|14880
7296|20876
12836|19813
23861|22255
21268|8094
11232|21869
19919|21757
2979|18741
25622|7111
10596|9114
18912|7029
24334|15753
25923|14900
18722|22801
5944|2016
23459|22839
11261|19478
7755|15561
12916|13165
12464|17916
4225|13638
18940|4741
10069|20123
10690|1350
23111|18994
12024|21714
1016|17857
17659|12764
14541|9410
21966|15722
13278|15914
25076|19769
8678|4526
18987|818
5530|3663
22387|13531
15282|13429
17549|21874
7018|11244
1940|6728
8647|7110
17958|20740
21529|19263
25132|15078
15607|19274
27416|22113
16034|16601
21982|14430
26859|2815
18448|12838
7469|6597
17324|7809
20886|7080
1062|14079
8573|13266
18399|16895
21218|12298
15039|859
11694|16368
19712|6224
18997|32
5457|9755
13638|18839
25302|1055
15657|15146
22475|6318
24372|12703
7682|21703
8081|21343
19239|12753
356|7172
25074|19994
3098|8968
15700|11562
4529|21266
16139|7890
6939|17854
13701|13639
9837|6688
8243|7912
19510|23011
12166|9980
24457|5623
221|18393
22897|4032
15791|4015
14639|1328
22364|15562
13037|3259
10905|16373
1374|21000
16233|134
14831|18202
1383|20257
5893|6372
15718|10126
1183|4093
7043|9229
26822|5947
25632|6415
3507|7823
25937|13879
25989|9563
20148|2855
12143|11917
21156|17494
12575|8830
22386|13713
14905|12051
17388|2566
16081|12783
3070|11336
24818|8529
2301|9631
25048|22210
13427|3696
20498|6620
23582|12792
20899|6108
12172|9537
8986|11852
8981|12267
12670|972
24716|17016
4359|2678
1359|22306
15792|3994
26747|12284
19671|9767
18453|12557
17772|3535
16472|13129
1750|22629
16352|23098
7712|19303
14455|16714
19769|1626
22422|10802
11709|15227
7818|10504
24385|11709
25231|6998
8850|23178
1511|9709
12115|14299
10469|19869
26846|4027
6107|21470
20122|5088
749|7429
13743|10259
637|16726
17226|16075
23688|4071
13317|12882
24253|22710
18426|14830
2966|20032
17180|19936
15693|12295
9783|11276
12593|7452
4114|23060
16615|1302
3121|7186
26819|6363
9876|3582
15609|19239
22377|14555
20377|16711
9006|10247
11310|15653
12896|15089
24768|12707
796|3567
12561|10129
3075|11016
24521|496
27272|1487
26721|14451
8917|17654
10949|12841
1522|8858
5447|10756
12869|17344
208|19618
3559|3632
7896|4116
3175|2738
2762|4250
21487|22931
21572|15869
8247|7754
27469|17919
20389|15758
3895|8510
18191|1583
3549|4466
3189|1580
10279|2953
25610|8454
27109|15112
14480|14727
9705|17819
15392|4576
27025|22093
8473|21790
9292|19350
4710|6434
10605|8677
5698|22744
22140|1528
18747|21007
14166|8010
21113|21224
19237|13090
9859|5055
21908|20775
1387|20109
752|7281
2941|22209
7699|20513
14951|8434
24109|1986
2975|19383
23527|17525
8471|21976
7155|122
169|22915
3773|18690
22789|13237
14621|3040
8952|14835
11619|22849
13714|12790
728|9300
10879|18726
12445|19815
20420|13242
9804|9670
10557|12709
2369|4179
22776|14355
2246|14387
12479|17036
16753|22749
10037|23096
22427|10545
16214|1944
2690|10309
9745|14561
5350|18915
22077|6818
314|10920
25927|14997
4379|1212
6745|1455
17182|19932
26449|4386
5337|20019
5752|18332
13688|15031
25201|9678
15763|6621
12057|19306
16936|7564
18803|16454
4304|7472
13705|13601
10148|13932
6631|10929
24012|10079
9038|7752
13013|5505
11073|2687
12874|17075
4526|21819
15839|356
12904|14593
4606|15187
27568|9913
2202|18113
23636|8566
20919|4704
13423|4290
2774|3412
16040|16432
14123|11703
16963|5353
6584|14858
11633|21778
20011|14519
21918|20073
257|15727
19144|20993
21285|7136
3072|11459
11313|15590
5486|7703
26887|871
23669|5863
21589|14658
11423|6454
13215|21584
25599|9474
27493|16110
23484|21207
6098|22472
4514|22860
832|794
10850|21263
3528|6402
4953|19201
4992|15962
14103|13400
4782|637
2772|3621
4748|3456
27519|14040
5862|9310
25058|21700
24410|9929
24350|14907
9302|18687
5801|14363
18537|5867
5473|8822
14218|3875
17940|22631
11474|2277
12653|2703
2295|10466
7847|8408
13645|18671
3595|877
7140|1542
26237|22162
14623|3037
25587|10581
15370|6572
17609|17342
23544|16312
624|18097
299|12306
25047|22576
25958|12500
20337|20348
4620|14123
22793|13098
5117|5640
21906|21184
7464|7433
12591|7906
13399|6379
27185|8977
11498|317
16195|3656
16058|15039
15642|16802
813|2436
14475|15352
18208|428
22927|1957
12928|12685
9672|20796
7775|14409
24853|6002
23327|1584
4997|15623
7022|11384
2381|3381
16593|3446
10994|9390
564|23121
1079|13147
17770|4037
5839|11297
25081|19870
6174|16247
14940|9560
27064|19123
9649|22740
5554|2183
8662|6351
18517|7573
3085|10498
27264|2528
5|3999
2144|23071
2253|14023
3585|1768
