Entity Id|address|author|editor|institution|month|note|pages|publisher|title|venue|volume|year|
909||michael kearns, yishay mansour, dana ron, ronitt rubinfeld, robert e. schapire, and linda sellie.|||10||pages 273-282,||on the learnability of discrete distributions (extended abstract).|proc. of the 26th ann. acm symp. on theory of computing,||1994.|
910||m. j. kearns, y. mansour, d. ron, r. rubinfeld, r. e. schapire, and l. sellie.|||||pages 273-282,||on the learnability of discrete distributions.|in the 25th annual acm symposium on theory of computing,||1994.|
911||m. kearns, y. mansour, d. ron, r. rubinfeld, r. schapire and l. sellie.|||||||on the learnability of discrete distributions,|stoc,||1994.|
912||m. kearns, y. mansour, d. ron, r. rubinfeld, r. schapire and l. sellie.|||||||on the learnability of discrete distributions,|stoc,||1994.|
913||m. j. kearns, y. mansour, d. ron, r. rubinfeld, r. e. schapire, and l. sellie.|||||pages 273-282,||on the learnability of discrete distributions.|in the 25th annual acm symposium on theory of computing,||1994.|
914||m. kearns, y. mansour, d. ron, r. rubinfeld, r. e. schapire and l. sellie.||||available electronically as http://www.cs.huji.ac.il/labs/learning/papers/dists-stoc94.ps.gz|273-282,||on the learnability of discrete distributions.|stoc 94,||1994.|
915||m. kearns, y. mansour, d. ron, r. rubinfeld, r. e. schapire and l. sellie.|||||273-282,||on the learnability of discrete distributions.|stoc 94,||1994.|
916||m. kearns, y. mansour, d. ron, r. rubinfeld, r. schapire, and l. sellie.|||||pages 273-282,||on the learnability of discrete distributions.|in proceedings of the 26th acm symposium on theory of computing,||1994.|
917||m. kearns, y. mansour, d. ron, r. rubinfeld, r. e. schapire, and l. sellie.|||||||on the learnability of discrete distributions.|in the 25th annual acm symp. on theory of computing,||1994.|
918||m. kearns, y.mansour, d. ron, r. rubinfeld, r.e. schapire, and l. sellie.|||||||on the learnability of discrete distributions.|in the 25th annual acm symp. on theory of computing,||1994.|
919||m. kearns, y.mansour, d. ron, r. rubinfeld, r.e. schapire, and l. sellie.|||||||on the learnability of discrete distributions.|in the 25th annual acm symposium on theory of computing (to appear),||1994.|
920||m. j. kearns, y. mansour, d. ron, r. rubinfeld, r. e. schapire, and l. sellie.|||||pages 273-282,||on the learnability of discrete distributions.|in the 25th annual acm symposium on theory of computing,||1994.|
921||m. kearns, y. mansour, d. ron, r. ru-binfeld, r. schapire, and l. sellie.|||||273-282,||on the learnabil-ity of discrete distributions.|in stoc, p.||1994.|
922||m. kearns, y. mansour, d. ron, r. rubinfeld, r. e. schapire, and l. sellie.|||||pages 273-282,||on the learnability of discrete distributions.|in acm symposium on the theory of computing,||1994.|
923|cambridge, massachusetts,|m. j. kearns and u. v. vazirani.||||||the mit press,|an introduction to computational learning theory.|||1994.|
924||m.j. kearns and u.v. vazirani.||||||mit press,|an introduction to computational learning theory.|||1994.|
925||kearns, m. & vazirani, u.||||||mit press.|an introduction to computational learning theory,|||(1994),|
926|cam-bridge, ma:|kearns, m. & vazirani, u.||||||mit press.|an introduction to computational learning theory.|||(1994).|
927|cambridge, ma.|kearns, m. & vazirani, u.||||||the mit press,|an introduction to computational learning theory.|||(1994).|
928|cambridge, massachusetts:|kearns, m. j. & vazirani, u. v.||||||mit press.|an introduction to computational learning theory.|||(1994).|
929|cambridge, ma.|kearns, m. j. & vazirani, u. v.||||||mit press,|an introduction to computational learning theory.|||(1994).|
930||kearns, m. j., & vazirani, u. v.|||||||an introduction to computational learning theory.|||(1994).|
931|cam-bridge, ma:|kearns, m. j., & vazirani, u. v.||||||mit press.|an introduction to computational learning theory.|||(1994).|
932|cam-bridge, ma:|kearns, m. j., & vazirani, u. v.||||||mit press.|an introduction to computational learning theory.|||(1994).|
933|cambridge, ma:|kearns, m. j., & vazirani, u. v.||||||mit press.|an introduction to computational learning theory.|||(1994).|
934||kearns, m., & vazirani, u.||||||mit press.|an introduction to computational learning theory.|||(1994).|
935||kearns, m., and vazirani, u.||||||mit press.|introduction to computational learning theory.|||1992.|
936|cambridge, ma:|kearns, michael, and umesh vazirani.||||||mit press.|an introduction to computational learning theory.|||1994.|
937|cambridge, ma,|m. kearns & u. vazirani.||||||the mit press,|an introduction to computational learning theory.|||1994.|
938|com-bridge, massachusetts,|michael kearns and umesh vazarani.||||||the mit press,|an introduction to computational learning theory.|||1994.|
939||m. kearns & u. vazirani.||||||mit,|an introduction to computational learning theory.|||1994.|
940|cambridge, ma,|michael j. kearns and umesh v. vazirani.||||||mit press,|an introduction to computational learning theory.|||1994.|
941|cambridge, mas-sachusetts,|michael j. kearns and umesh v. vazirani.||||||mit press,|an introduction to computational learning theory.|||1994.|
942|cambridge, ma,|m.j. kearns and u.v. vazirani.||||||mit press,|an introduction to computational learning theory,|||1994.|
943||m. j. kearns and u. v. vazirani.||||||mit press,|an introduction to computational learning theory.|||1994.|
944||m. j. kearns and u. v. vazirani.||||||mit press,|an introduction to computational learning theory.|||1994.|
945||michael j. kearns and umesh v. vazirani.||||||mit press,|an introduction to computational learning theory.|||1994.|
946|cambridge, ma,|michael j. kearns and umesh virkumar vazirani.||||||mit press,|an introduction to computational learning theory.|||1994.|
947|cambridge, ma,|kearns, m. and vazirani, u.||||||mit press,|introduction to computational learning theory.|||1994.|
948||m. j. kearns and u. v. vazirani.||||||mit press,|an introduction to computational learning theory.|||1994.|
949||michael j. kearns and umesh v. vazirani.||||||the mit press,|an introduction to computational learning theory.|||1994.|
950||m. kearns and u. vazirani.|||||||an introduction to computational learning theory.|57-62.|||
951||m. kearns and u. vazirani.||||||mit press,|an introduction to computational learning theory.|||1994.|
952|cambridge, ma,|m. kearns and u. vazirani.||||||mit press,|an introduction to computational learning theory.|||1994.|
953|cambridge, massachusetts,|michael j. kearns and umesh v. vazirani.||||||mit press,|an introduction to computational learning theory.|||1994.|
954||m.j. kearns and u.v. vazirani.||||||mit press,|an introduction to computational learning theory.|||1994.|
955||m.j. kearns and u.||||||mit press 1995.|vazirani (1995). introduction to computational learning theory,||||
956|cambridge, ma,|m. j. kearns and u. v. vazirani.||||||mit press,|an introduction to computational learning theory.|||1994.|
957||m. j. kearns and u.v. vazirani.||||||mit press,|an introduction to computational learning theory.|||1994.|
958||m j kearns and u v varizani.||||||mit press,|an introduction to computational learning theory.|||1994.|
959|cambridge massachusetts,|m. j. kearns and u. v. vazirani.||||references 15||mit press,|an introduction to computational learning theory.|||1994.|
960||m. j. kearns and u. v. vazirani.||||||mit press,|an introduction to computational learning theory.|||1994.|
961|cambridge, ma,|m. kearns and u. vazirani.||||||mit press,|an introduction to computational learning theory.|||1994.|
962||m. kearns and u. vazirani.||||||mit press,|an introduction to computational learning theory.|||1994.|
963|cambridge, mas-sachusetts:|kearns, m. j., and vazirani, u. v.||||||mit press.|an introduction to computational learning theory.|||1994.|
964|cambridge, mass.|kearns, m.j. & vazirani, u.v.|||||1-2.|mit press,|an introduction to computational learning theory,|chp.||(1994).|
965||kearns, m. and vazirani, u.||||||mit,|an introduction to computational learning theory.|||1994.|
966||m.j. kearns and r.e. schapire.||j. comput. syst. sci., 48(3):464,|||||efficient distribution-free probabilistic concepts.|||1994.|
967||m.j. kearns and r.e. schapire.|||||464-497,||efficient distribution-free learning of probabilistic concepts.|journal of computer and system sciences,|48(3)|1994.|
968||kearns, m. j., and schapire, r. e.|||||464-497.||efficient distribution-free learning of probabilistic concepts.|jcss 48(3):||(1994).|
969||kearns, m., and schapire, r.|||||464-497.||efficient distribution-free learning of probabilistic concepts.|journal of computer and system sciences 48||1994.|
970||m. j. kearns and r. e. schapire.|||||||efficient distribution-free learning of probabilistic concepts.|journal of computer and system sciences,|48(3):464497,|1994.|
971||m. kearns and r. schapire.|||||464-497,||efficient distribution-free learning of probabilistic concepts.|journal of computer and system sciences,|48(3)|1994.|
972||m. j. kearns and r. e. schapire.|||||464-497,||efficient distribution-free learning of probabilistic concepts.|journal of computer and system sciences,|48(3)|1994.|
973||m. kearns and r.e. schapire.|||||15||efficient distribution-free learning of probabilistic concepts.|an extended abstract appeared in the proceedings of the 30th annual symposium on the foundations of computer science.|48(3)|1994.|
974||m. kearns and r. schapire.|||||464-497,||efficient distribution-free learning of probabilistic concepts.|journal of computer and system sciences,|48(3)|1994.|
975||m. j. kearns and r. e. schapire.|||||464-497,||efficient distribution-free learning of probabilistic concepts.|journal of computer and system sciences,|48|1994.|
976||m. j. kearns and r. e. schapire.|||||464-497,||efficient distribution-free learning of probabilistic concepts.|journal of computer and system sciences,|48(3)|1994.|
977||m. kearns and r. schapire.|||||464-497,||efficient distribution-free learning of probabilistic concepts.|j. of comput. syst. sci.,|48(3)|1994.|
978||michael j. kearns and robert e. schapire.|||||464-497,||efficient distribution-free learning of probabilistic concepts.|journal of computer and system sciences,|48(3)|1994.|
979||m. kearns and l. valiant.|||||41 , 67-95.||cryptographic limitations on learning boolean formulae and finite automata.|journal of the association for computing machinery,||(1994).|
980||kearns, m. & valiant, l. g.|||||67-95.||cryptographic limitations on learning boolean formulae and finite automata.|journal of the acm,|41(1),|(1994).|
981||kearns, m. & valiant, l. g.|||||67-95.||cryptographic limitations on learning boolean formulae and finite automata.|journal of the association for computing machinery,|41,|(1994).|
982||kearns, m. & valiant, l.g.|||||67-95.||cryptographic limitations on learning boolean formulae and finite automata.|journal of the acm,|41,|(1994).|
983||kearns, m. j., and valiant, l.|||||||cryptographic limitations on learning boolean formulae and finite automata.|j. of the assoc. computing mach.|41,|(1994).|
984||kearns, m.j. and l.g. valiant.|||||67-95.||cryptographic limitations on learning boolean formulae and finite automata.|journal of the acm,|41(1)|1994.|
985||m. kearns and l.g. valiant.|||||67-95,||cryptographic limitations on learning boolean formulae and finite automata.|journal of the acm,|41(1)|1994.|
986||m. kearns and l. g. valiant.|||||67-95,||cryptographic limitations on learning boolean formulae and finite automata.|journal of the acm,|41(1)|1994.|
987||m. kearns and l. g. valiant.|||||67-95,||cryptographic limitations on learning boolean formulae and finite automata.|journal of the acm,|41(1)|1994.|
988||m. j. kearns and l. g. valiant.|||||67-95,||cryptographic limitations on learning boolean formulae and finite automata.|journal of the association for computing machinery,|41|1994.|
989||m. kearns and l. valiant.||||an extended abstract of this paper appeared in stoc89.|67-95,||cryptographic limitations on learning boolean formulae and finite automata.|journal of the association for computing machinery,|41|1994.|
990||michael kearns and leslie g. valiant.||||an extended abstract of this paper appeared in stoc89.|67-95,||cryptographic limitations on learning boolean formulae and finite automata.|journal of the association for computing machinery,|41|1994.|
991||m. kearns and l. valiant.||||an extended abstract of this paper appeared in stoc89.|67-95,||cryptographic limitations on learning boolean formulae and finite automata.|journal of the association for computing machinery,|41|1994.|
992||m. kearns and l. g. valiant.|||||67-95,||cryptographic limitations on learning boolean formulae and finite automata.|j. acm,|41(1)|1994.|
993||m. kearns and l. valiant.|||||67-95,||cryptographic limitations on learning boolean formulae and finite automata.|journal of acm,|41|1994.|
994||m. j. kearns and l. g. valiant.|||||67-95,||cryptographic limitations on learning boolean formula and finite automata.|journal of the acm,|41(1)|1994.|
995||m. kearns and l. valiant.|||||67-95,||cryptographic limitations on learning boolean formulae and finite automata.|journal of the acm,|41|1994.|
996||m.j. kearns and l.g. valiant.|||||67-95,||cryptographic limitations on learning boolean formulae and finite automata.|journal of the acm 41(1):||1994.|
997||michael kearns and leslie valiant.|||||||cryptographic limitations on learning boolean formulae and finite automata.|journal of the acm,|41(1):6795,|1994.|
998||kearns and valiant.|||||67-95,||cryptographic limitations on learning boolean formulae and finite automata.|journal of the acm,|41(1)|1994.|
999||m. j. kearns and l. g. valiant.||||an extended abstract of this paper appeared in stoc89.|67-95,||cryptographic limitations on learning boolean formulae and finite automata.|journal of the association for computing machinery,|41|1994.|
1000||m. kearns and l. valiant.|||||67-95,||cryptographic limitations on learning boolean formulae and finite automata.|j. acm,|41(1)|1994.|
1001||m. kearns, r. schapire, and l. sellie.|||||||toward efficient agnostic learning.|machine learning,|||
1002||kearns, m. j., schapire, r. e., and sellie, l. m.|||||115-142.||toward efficient agnostic learning,|machine learning 17,||(1994),|
1003||kearns, m. j., schapire, r. e., and sellie, l. m.|||||115-141.||toward efficient agnostic learning,|machine learning 17,||(1994b),|
1004||m. kearns, r. schapire, and l. sellie.|||||115-141,||toward efficient agnostic learning.|machine learning,|17|1994.|
1005||m. j. kearns, r. e. schapire, and l. m. sellie.|||||||toward efficient agnostic learning.|machine learning,|17:115 141,|1994.|
1006||m. kearns, r. schapire, and l. sellie.|||||||toward efficient agnostic learning.|machine learning,|||
1007||m. j. kearns, r. e. schapire, and l. m. sellie.|||||115-141,||toward efficient agnostic learning.|machine learning,|17|1994.|
1008||m. j. kearns, r. e. schapire, and l. m. sellie.|||||||toward efficient agnostic learning.|machine learning,|17:115 141,|1994.|
1009||michael j. kearns, robert e. schapire, and linda m. sellie.|||||||toward efficient agnostic learning.|machine learning,|||
1010||m. kearns, r. schapire, and l. sellie.|||||115-141,||toward efficient agnostic learning.|machine learning,|17|1994.|
1011||michael j. kearns, robert e. schapire, and linda m. sellie.|||||||toward efficient agnostic learning.|machine learning,|||
1012||michael j. kearns, robert e. schapire, and linda m. sellie.|||||115-141,||toward efficient agnostic learning.|machine learning,|17|1994.|
1013||kearns, m., li, m., and valiant, l.|j.||||1298-1328.||learning boolean formulas,|acm 41,||(1994a),|
1014||m. kearns, m. li, and l. valiant.|||||1298-1328,||learning boolean formulas.|journal of the acm,|41|1994.|
1015||m. kearns, m. li, and l. valiant.|||||1298-1328,||learning boolean formulae.|journal of the association for computing machinery,|41(6)|1995.|
1016||m. kearns, m. li and l. valiant.|||||1298-1328,||learn ing boolean formulas.|journal of the acm,|41(6)|1994.|
1017||m. kearns, y. mansour, d. ron, r. rubinfeld, r. schapire, and l. sellie.|||||pages 273-282.|acm,|efficient learning of typical finite automata from random walks.|in proc. 26th stoc,||1994.|
1018||kearns, m. & h.s.|||||pp. 255-276,|kluwer academic publishers.|seung (1995), learning from a population of hypotheses,|machine learning,|18,||
1019||m. kearns and h. s.|||||255-276.||seung (1995). learning from a population of hypotheses,|machine learning,|18||
1020||m. kearns and h. seung.|||||255-276,||learning from a population of hypotheses.|machine learning,|18|1995.|
1021||kearns, m.; mansour, y.; ng, a.; and ron, d.|||||||an experimental and theoretical comparison of model selection methods.|in proceedings colt-95.||1995.|
1022||m. j. kearns, y. mansour, a. ng, , and d. ron.||||to appear in machine learning, colt95 special issue.|pages 21-30,||an experimental and theoretical comparison of model selection methods.|in proceedings of the eighth annual acm workshop on computational learning theory,||1995.|
1023||michael kearns, yishay mansour, andrew y. ng, and dana ron.|||32||||an experimental and theoretical comparison of model selection methods.|in proceedings of the eighth annual conference on computational learning theory,||1995.|
1024||m. kearns, y. mansour, a. y. ng, and d. ron.|||july||pages 21-30,||an experimental and theoretical comparison of model selection methods.|in proceedings of the eighth annual conference on computational learning theory,||1995.|
1025||m. kearns, y. mansour, a. ng, and d. ron.|||||||an experimental and theoretical comparison of model selection methods.|in proceedings of the eigth annual acm conference on computational learning theory,||1995.|
1026||m. kearns, y. mansour, a. ng, and d. ron.|||||||an experimental and theoretical comparison of model selection methods.|in colt-95,||1995.|
1027||m. kearns, y. mansour, a. y. ng and d. ron,||||||acm press,|'an experimental and theoretical comparison of model selection methods',|in proceedings of the seventh workshop on computational learning theory',|||
1028||m. j. kearns, y. mansour, a. ng, , and d. ron.||||to appear in machine learning, colt95 special issue.|pages 21-30,||an experimental and theoretical comparison of model selection methods.|in proceedings of the eighth annual acm workshop on computational learning theory,||1995.|
1029||m. kearns, y. mansour, a. y. ng, and d. ron.|||||||an experimental and theoretical comparison of model selection methods.|in proc. of the workshop on computational learning theory,||1995.|
1030||kearns, m. j., mansour, y., ng, a. y., and ron, d.|||||pages 21-30.|acm press.|an experimental and theoretical comparison of model selection methods.|in proceedings of the eighth acm conference on computational learning theory,||(1995).|
1031||kearns, m.|ed: d.s. touretzky, m,c. mozer and m.e. hasselmo.||||pp. 183-189.|morgan kaufmann,|'a bound on the error of cross validation using the approximation and estimation rates, with consequences for training-test split', neural information processing 8,|||(1996).|
1032||kearns, m.|in touretzky, d. s., mozer, m. c., and hasselmo, m. e., editors,|||||mit press.|a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.|advances in neural information processing systems, number 8 in nips.||(1996).|
1033|cambridge, ma:|kearns, m.,|touretzky, d. s., mozer, m. c., and hasselmo, m. e. (eds.),||||183-189,|the mit press,|`a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split,'|in advances in neural information processing 8,||1996.|
1034||kearns, m. j.|||||pages 183-189.|morgan kaufmann.|a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.|in advances in neural information processing systems 8,||(1996).|
1035||m. kearns.||||to appear in neural computation.|pages 183-189,||a bound on the error of cross validation, with consequences for the training-test split.|in advances in neural information processing systems 8,||1996.|
1036||michael kearns.|||||pages 183-189.|mit press,|a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.|in advances in neural information processing systems,|volume 8,|1996.|
1037||m. kearns.||||to appear.||the mit press,|a bound on the error of cross validation, with consequences for the training-test split.|in advances in neural information processing systems 8.||1996.|
1038||m. kearns.||||to appear in neural computation.|pages 183-189,||a bound on the error of cross validation, with consequences for the training--test split.|in advances in neural information processing systems 8,||1996.|
1039||kearns, m. j.|||||pages 183-189.|morgan kaufmann.|a bound on the error of cross validation using the approxima-tion and estimation rates, with consequences for the training-test split.|in advances in neural information processing systems 8,||(1996).|
1040||kearns, m. j.|||||pages 183-189.|morgan kaufmann.|a bound on the error of cross validation using the approximation and estimation rates, with consequences for the training-test split.|in advances in neural information processing systems 8,||(1996).|
1041|new york, ny.|kearns, m. and y.||||||acm press:|mansour (1996). on the boosting ability of top-down decision tree learning algorithms.|to appear in proceedings of the 28th acm symposium on the theory of computing.|||
1042||michael kearns and yishay mansour.|||||||on the boosting ability of top-down decision tree learning algorithms.|in proceedings of the twenty-eighth annual acm symposium on the theory of computing,||1996.|
1043||michael kearns and yishay mansour.|||||||on the boosting ability of top-down decision tree learning algorithms.|in proceedings of the twenty-eighth annual acm symposium on the theory of computing,||1996.|
1044||m. kearns and y. mansour.|||||pages 459-468,||on the boosting ability of top-down decision tree learning algorithms.|in proceedings of the 28th acm symposium on the theory of computing,||1996.|
1045||michael kearns and yishay mansour.|||||pages 459-468,|acm press,|on the boosting ability of top-down decision tree learning algorithms.|proceedings of the 28th annual acm symposium on the theory of computing,||1996.|
1046||kearns, m., mansour, y., ng, a. y., & ron, d.|||||750.||an experimental and theoretical comparsion of model selection methods.|machine learning,|27,|(1997).|
1047||kearns, m., mansour, y., ng, a., and ron, d.|||||7-50.||an experimental and theoretical comparison of model selection methods.|machine learning,|27|(1997).|
1048||kearns, m. j. and ron, d.||||||morgan kaufmann.|algorithmic stability and sanity-check bounds for leave-one-out cross-validation.|in proceedings of the tenth annual conference on computational learning theory.||(1997).|
1049||kearns, m. j., mansour, y., ng, a. y., and ron, d.|||||7-50.||an experimental and theoretical comparison of model selection methods.|machine learning journal,|27(1)|(1997).|
1050||m. kearns, y. mansour, a. ng, and d. ron.|||||7-50.||an experimental and theoretical comparison of model selection methods.|in machine learning 27:||1997.|
1051||m. kearns, y. mansour, a. ng, d. ron.|||||7-50,||an experimental and theoretical comparison of model selection methods.|machine learning,|27(1)|1997.|
1052||m. kearns, y. mansour, a. ng,|||||||'an information-theoretic analysis of hard and soft assignment methods for clustering,'|proc. 13th conference on uncertainty in artificial intelligence,||1997.|
1053||m. kearns, y. mansour, a. ng.|||||||'an information--theoretic analysis of hard and soft assignment methods for clustering,'|proc. 13th conference on uncertainty in artificial intelligence,||1997.|
1054||m. kearns, y. mansour, and a. y. ng.|||||pages 282 - 293.|morgan kaufmann,|an information-theoretic analysis of hard and soft assignment methods for clustering.|in proceedings of the thirteenth conference on uncertainty in artificial intelligence,||1997.|
1055||kearns, m., mansour, y., and ng, a. y.|||||pp. 282-293.||an information-theoretic analysis of hard and soft assignment methods for clustering.|in proceedings of the thirteenth annual conference on uncertainty in artificial intelligence (1997),|||
1056||kearns, m. and ron, d.|||||||testing problems with sub-learning sample complexity.|to appear in proceedings of the eleventh annual acm conference on computational learning theory.||1998.|
1057||m. kearns and d. ron.|||||||testing problems with sub-learning sample complexity.|manuscript,||1998.|
1058||michael kearns and satinder singh.||||||mit press, (to appear),|finite-sample convergence rates for q-learning and indirect algorithms.|in neural information processing systems 12.||1999.|
1059||m. kearns, y. mansour, and a. ng.|||||||a sparse sampling algorithm for near-optimal planning in large markov decision processes. 1999.|unpublished manuscript.|||
1060||d. d. lewis, r. e. schapire, j. p. callan, and r. papka.|||||pages 298-306.|hartung-gorre verlag,|training algorithms for linear classifiers.|in proc. of the 19th annual international acm-sigir conference on research and development in information retrieval,||1996.|
1061|zurich, switzerland.|lewis, d. d., schapire, r. e., callan, j. p., & papka, r.|||||298-315).||training algorithms for linear text classifiers.|proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval (pp.||(1996).|
1062||lewis, d., r. e. schapire, j. p. callan, and r. papka.|||||||training algorithms for linear text classifiers.|in sigir '96: proc. of the 19th int. conference on research and development in information retrieval,||1996.|
1063||lewis, d.; schapire, r. e.; callan, j. p.; and papka, r.|||||||training algorithms for linear text classifiers.|in proc. of the 19th annual int. acm sigir conf.||1996.|
1064||lewis, d.; schapire, r.; callan, j.; and papka, r.|||||||training algorithms for linear text classifiers.|in proceedings of acm sigir conference.||1996.|
1065|zurich, switzerland,|david lewis, robert schapire, james p. callan, and ron papka.|||||||training algorithms for linear classifiers.|in nineteenth annual international acm sigir conference on research and development in information retrieval,||1996.|
1066||lewis, d. d., schapire, r. e., callan, j. p., and papka, r.|||||||training algorithms for linear text classifiers.|in proceedings of acm/sigir (1996).|||
1067|zurich,|d. d. lewis, r. e. schapire, j. p. callan, and r. papka.||association for computing machinery.|||pages 298-306,||training algorithms for linear text classifiers.|in proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval,||1996.|
1068||david d. lewis, robert e. schapire, james p. callan, and ron papka.||||to appear.|||training algorithms for linear text classifiers.|in sigir '96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,||1996.|
1069||david d. lewis, robert e. schapire, james p. callan, and ron papka.|||||298-306.||training algorithms for linear text classifiers.|in sigir '96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,||1996.|
1070||d. lewis, r. schapire, j. callan, and r. papka,|||||298-306,||'training algorithms for linear text classifiers,'|proceeding of sigir,||1996.|
1071||d. lewis, r. schapire, j. callan, and r. papka.|||||pages 298-306,||training algorithms for linear text classifiers.|in proceedings of sigir '96,||1996.|
1072||d. lewis, r. schapire, j. callan, and r. papka,|||11||298-306,||'training algorithms for linear text classifiers,'|proceedings of sigir,||1996.|
1073|new york,|david lewis, robert schapire, james callan, and ron papka.|peter schauble, and ross wilkinson, editors,|association for computing machinery,|13||pages 298-306.||training algorithm for linear text classi fiers. in hans-peter frei, donna harman,|proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval,||1996.|
1074||d. lewis, r. schapire, j. callan, and r. papka.|||||pages 298-306,||training algorithms for linear text classifiers.|in sigir-96,||1996.|
1075||david lewis, robert schapire, james callan, and ron papka.|||august||pages 298-306,||training algorithm for linear text classifiers.|in proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval,||1996.|
1076||d. lewis, r. schapire, j. callan, and r. papka,|||||pp. 298-306.||'training algorithms for linear text classifiers',|proceedings of sigir 1996,|||
1077||d. lewis, r. e. shapire, j. p. callan, and r. papka.|||||pages 298-306,||training algorithms for linear text classifiers.|in proceedings of the nineteenth annual international acm sigir conference on research and development in information retrieval,||1996.|
1078||david d. lewis, robert e. schapire, james p. callan, and ron papka.|||||298-306.||training algorithms for linear text classifiers.|in sigir '96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,||1996.|
1079||david d. lewis, robert e. schapire, james p. callan, and ron papka.|||||298-306.||training algorithms for linear text classifiers.|in sigir '96: proceedings of the 19th annual international acm sigir conference on research and development in information retrieval,||1996.|
1080||david d. lewis, robert e. shapire, james p. callan, and ron papka.|||||pages 298-306,||training algorithms for linear text classifiers.|in proceedings of the 19 th annual international acm sigir conference on research and development in information retrieval,||1996.|
1081||littlestone, n, schapire, and warmuth, m.,|||||||hypothesis schemas,|in progress.|||
1082|irvine, ca.|rivest, r. & schapire, r.|||||(pp. 364-375),||a new approach to unsupervised learning in deterministic environments.|in proceedings of the fourth international workshop on machine learning,||(1987).|
1083||rivest, r. l. & schapire, r. e.|p. (ed.),||||||a new approach to unsupervised learning in deterministic environments. in langley,|proceedings of the fourth international workshop on machine learning.||(1987b).|
1084|irvine, ca.|rivest, r. l., & schapire, r. e.|||||364-375.|morgan kaufmann,|(1987) a new approach to unsupervised learning in deterministic environments.|proceedings of the fourth international workshop on machine learning,|||
1085||rivest, r.l., & schapire, r.e.|||||pp. 364-375.|ed.,|a new approach to unsupervised learning in deterministic environments.|proceedings of the fourth international workshop on machine learning, pat langley,||(1987).|
1086|irvine, ca,|r. l. rivest and r. e. schapire.|||june||pages 364-375,||a new approach to unsupervised learning in deterministic environments. in pat langley, editor,|proceedings of the fourth international workshop on machine learning,||1987.|
1087|irvine, california,|r. l. rivest and r. e. schapire.|in p. langley, editor,||june||pages 364375,||a new approach to unsupervised learning in deterministic environments.|proceedings of the fourth international workshop on machine learning,||1987.|
1088|irvine, ca.|rivest, r. l. and schapire, r. e.|p., editor,||||pages 364-375.||a new approach to unsupervised learning in deterministic environments. in langley,|proceedings of the fourth international workshop on machine learning,||(1987).|
1089||r. rivest and r. schapire.||||to appear in jacm.|(pp. 78-87).||diversity-based inference of finite automata.|proceedings of the 28th ieee symposium on foundations of computer science,||(1987).|
1090||rivest, r. l. & schapire, r. e.|||||(pp. 78-87).||diversity-based inference of finite au tomata.|in proceedings of the twenty-eighth annual symposium on foundations of computer science,||(1987a).|
1091||rivest, r. l., & schapire, r. e.|||||pp. 78-87.||diversity-based inference of finite automata.|in proceedings of the 28th ieee symp. on foundations of computer science,||(1987).|
1092||rivest, r.l. and schapire, r.e.|||||||diversity-based inference of finite automata.|in proceedings of 28th foundation of computer science. ieee.||1987.|
1093||ronald l. rivest and robert e. schapire.|||||||diversity-based inference of finite automata.|in proceedings of foundations of computer science,||1987.|
1094||ronald l. rivest and robert e. schapire.|||||pages 78-87,||diversity-based inference of finite automata.|in proceedings of the 29th acm symposium on foundations of computer science,||1987.|
1095||r. rivest and s. schapire.|||||pages 78-87.|ieee,|diversity-based inference of finite automata.|in proc. 28th focs,||1987.|
1096||r. l. rivest and r. e. schapire.|||october||||diversity-based inference of finite automata.|in proceedings of focs-87,||1987.|
1097||ronald l. rivest and robert e. schapire.|||october|to appear, journal of the association for computing machinery.|pages 78-87,||diversity-based inference of finite automata.|in 28th annual symposium on foundations of computer science,||1987.|
1098||r. l. rivest and r. e. schapire.|||||||diversity-based inference of finite automata.|in proceedings of foundations of computer science,||1987.|
1099|los angeles, california,|ronald l. rivest and robert e. schapire.|||october||pages 78-87,||diversity-based inference of finite au tomata.|in proceeding of the twenty-eighth annual symposium on foundations of computer science,||1987.|
1100|los angeles, california,|ronald l. rivest and robert e. schapire.|||october||pages 78-87,||diversity-based inference of finite automata.|in proceeding of the twenty-eighth annual symposium on foundations of computer science,||1987.|
1101||r. l. rivest and r. e. schapire.|||||pages 78-87,||diversity based inference of finite automata.|in ieee symposium on the foundations of computer science,||1987.|
1102||r. l. rivest and r. e. schapire.|||23||pages 78-87,||diversity-based inference of finite automata.|in proc. 28th ieee symp. on foundations of computer science,||1987.|
1103|los an-geles, california,|ronald l. rivest and robert e. schapire.|||october||pages 78-87,||diversity-based inference of finite automata.|in proceedings of the twenty-eighth annual symposium on foundations of computer science,||1987.|
