id|http://www.okkam.org/ontology_restaurant2.owl#name|http://www.okkam.org/ontology_restaurant2.owl#phone_number|http://www.okkam.org/ontology_restaurant2.owl#street
2087|||3 225 e. 60th st.
2088|sweet'n'tart cafe|212/334-8088|
2089|||1295 madison ave.
2090|||3434 peachtree rd. ne
2091|american||
2092|||222 e. 58th st.  between 2nd and 3rd aves.
2093|french||
2094|||9001 santa monica blvd.
2095|||648 bush st.
2096|||400 w. 119th st.  between amsterdam and morningside aves.
2097|american||
2098|turkish kitchen|212/679-1810|
2099|la folie|415-776-5577|
2100|||205 e. 49th st.
2101|afghan||
2102|hugo's cellar|702-385-4011|
2103|||2285 peachtree rd.  peachtree battle condominium
2104|carnegie deli|212-757-2245|
2105|southern||
2106|boonthai|212/249-8484|
2107|italian||
2108|||225 varick st. at clarkston st.
2109|asian||
2110|||2450 broadway
2111|broadway deli|310/451-0616|
2112|||4100 cahuenga blvd.
2113|||3400 las vegas blvd. s.
2114|italian||
2115|tre visi|702-891-7331|
2116|||870 n. highland ave.
2117|taste of new orleans|404/874-5535|
2118|italian||
2119|italian||
2120|||56 e. andrews dr. nw
2121|indian||
2122|chops|404-262-2675|
2123|||4041 audrie st. at flamingo rd.
2124|capozzoli's|702/731-5311|
2125|||4837 old national hwy.
2126|asian||
2127|french||
2128|||221 w. 57th st.
2129|coffee bar||
2130|campanile|213-938-1447|
2131|||2411 w. sahara ave.
2132|pamplemousse|702/733-2066|
2133|||333 bush st.
2134|phnom penh cambodian restaurant|415-775-5979|
2135|steak houses||
2136|||219 e. 44th st.  between 2nd and 3rd aves.
2137|coffee bar||
2138|lanza restaurant|212/674-7014|
2139|||1517 polk st.
2140|caffe dell'artista|212/645-4431|
2141|asian||
2142|oritalia|415/346-1333|
2143|||50 macdougal st.  between houston and prince sts.
2144|italian||
2145|lola|212/675-6700|
2146|||3117 ocean park blvd.
2147|french||
2148|american||
2149|||1944 union st.
2150|french bistro||
2151|stars|415/861-7827|
2152|french||
2153|||1505 mission st. s.
2154|californian||
2155|||157 chrystie st. at delancey st.
2156|||240 california st.
2157|wu kong|415/957-9300|
2158|american (new)||
2159|indonesian||
2160|||1972 hillhurst ave.
2161|||76 mott st. at canal st.
2162|coffee bar||
2163|trattoria dell'arte|212/245-9800|
2164|||570 fourth st.
2165|french bistro||
2166|aquavit|212-307-7311|
2167|caribbean||
2168|mexican||
2169|||21 w. 52nd st.
2170|west|212/246-6363|
2171|||386 3rd ave.  between 27th and 28th sts.
2172|italian||
2173|adriano's ristorante|310/475-9807|
2174|||26025 pacific coast hwy.
2175|||202 e. fremont st.
2176|diners||
2177|island spice|212-765-1737|
2178|american||
2179|||42 e. 20th st.
2180|||3799 las vegas blvd. s.
2181|latin american||
2182|||9500 wilshire blvd.
2183|camille's|404/872-7203|
2184|chan dara|213/467-1052|
2185|french (classic)||
2186|brookhaven cafe|404-231-5907|
2187|||889 w. peachtree st.
2188|american||
2189|||239 w. broadway
2190|cucina della fontana|212-242-0636|
2191|||70 w. paces ferry rd.
2192|harry's bar & american grill|310/277-2333|
2193|pizza||
2194|havana sandwich shop|404-636-4094|
2195|||3333 s. maryland pkwy.
2196|lillie langtry's|702/385-7111|
2197|mexican||
2198|old san francisco||
2199|thai||
2200|||400 e. sahara ave.
2201|bardelli's|415/982-0243|
2202|||631 larkin st.
2203|cafe luxembourg|212/873-7411|
2204|steak houses||
2205|||168 1st ave.  between 10th and 11th sts.
2206|mexican||
2207|le marais|212/869-0900|
2208|fusion||
2209|des alpes|415/788-9900|
2210|||46 greenwich ave.
2211|diners||
2212|casa la femme|212/505-0005|
2213|||1915 fillmore st.
2214|vegetarian||
2215|||30 west 22nd st.  between 5th and 6th ave.
2216|seafood||
2217|||6703 melrose ave.
2218|tex-mex||
2219|dix et sept|212/645-8023|
2220|||150 redwood alley
2221|ton kiang|415/752-4440|
2222|californian||
2223|american||
2224|coffee shops||
2225|japanese||
2226|||101 spear st.
2227|italian||
2228|asahi ramen|310-479-2231|
2229|american||
2230|||900 7th ave.  between 56th and 57th sts.
2231|american||
2232|verbena|212/260-5454|
2233|dawat|212-355-7555|
2234|american (new)||
2235|chez melange|310-540-1222|
2236|californian||
2237|||20 e. 76th st.
2238|||63rd street steakhouse 44 w. 63rd st.
2239|french||
2240|||419 n. fairfax ave.
2241|atlanta fish market|404/262-3165|
2242|cafe pinot|213/239-6500|
2243|japanese||
2244|manhattan ocean club|212-371-7777|
2245|monkey bar|212/838-2600|
2246|||249 e. 50th st.
2247|afghan kebab house|212-307-1612|
2248|||4274 peachtree rd.
2249|||1186 n. highland ave.
2250|mexican||
2251|||2424 main st.
2252|french quarter food shop|404/875-2489|
2253|ed debevic's|310/659-1952|
2254|japanese||
2255|eats|404-888-9149|
