id|title|modelno|price|shipweight|brand|dimensions
1167|Action Sport Drives 4GB Santa Cruz USB Snow Drive Spider|SC-SNOWSP/4G|10.84|1.5|EP Memory|6.25 x 3.25 x 1.5 inches
1168|Belkin Pro Series 6 USB 2.0 5-Pin Mini-B Cable|F3U138B06|7.88|0.2|Belkin|6.0 x 4.0 x 1.0 inches
1169|V7 25 CAT6 Snagless Molded Network Patch Cable Green|V7N2C6-25F-GRNS|9.76|0.3|V7|10.0 x 8.0 x 1.0 inches
1170|AT T Prepaid GoPhone Samsung a187 with Bluetooth Blue|a187|59.88|1.15|AT T|4.31 x 2.28 x 0.39 inches
1171|WILSON JONES                                       Wallet File Legal Recycled Kraft||5.09|0.41|Wilson Jones|
1172|ACCO Vinyl Report Cover Prong Clip Letter 1 2  Capacity 10-pack|26101|10.94|1.25|Acco|
1173|Kodak Hard Camera Case Red compatible with a variety of cameras including C183 C195 M530 M550 M575 M590|Hard Case Red|12.99|0.15|Kodak|4.7 x 3.5 x 2.0 inches
1174|Avery Laser Print-to-Edge Postcards White 80-Pack|5889|18.98|1.1|Avery|11.3 x 8.88 x 0.6 inches
1175|Arkon CA9931 Cell Phone Car Charger|CA9931|8.88|0.25|Arkon|4.0 x 2.0 x 1.0 inches
1176|Redi-Tag Arrow Message Page Flags in Dispenser  Blue 120 Flags|81034|5.15|0.112||
1177|Da-Lite Leg Saver Back Brace for Standard Fast-Fold Screens|72120|82.0|2.0|Da-Lite|
1178|Da-Lite Da-Glas Deluxe Rear Projection Screen - 96 x 96 AV Format|27651|6128.99|1065.0|Da-Lite|
1179|Sharpie Pen Grip Fine Point Pens Blue Set of 2||3.83||Sharpie|
1180|Canon Digital SLR Gadget Bag Model 100DG  Compatible with Rebel XS Xsi T1i T2i 5D 50D 60D 7D DSLR s||73.35||Canon|
1181|C-Line Poly Zip Letter Size Shop Ticket Holders|47911|22.94|2.116||
1182|Kingston HyperX 2GB 2 x 1GB DDR3 SDRAM 1800 PC3 12800 240-Pin Desktop Memory Model|KHX1800C9D3/2G|41.99|0.13|Kingston|6.75 x 2.25 x 0.55 inches
1183|Vantec 2-Port SuperSpeed USB 3.0 ExpressCard 34|UGT-UC302CB|40.33|1.2|Vantec|8.0 x 6.0 x 1.0 inches
1184|Human Toolz 3-in-1 Laptop Pad Galaxy Red|3N1NGR|9.88|0.18|Human Toolz|10.8 x 6.3 x 0.04 inches
1185|Griffin iPad Airstrap|GB01759|39.99|0.6|Griffin Technology|11.0 x 8.6 x 1.1 inches
1186|RCA 22  Class 1080p 60Hz LCD HDTV 22LA45RQ|22LA45RQ|169.0|12.2|RCA|20.9 x 16.22 x 7.9 inches
1187|Sony DSC-H70 Black 16.2MP Digital Camera Bundle w 10x Optical Zoom 3.0  LCD Display Case and 4GB SD Card w 50 Bonus Prints|DSC-H70/BBDL|229.0|1.6|Sony|9.13 x 6.03 x 3.31 inches
1188|Epson PowerLite 92 LCD Projector|V11H381020|611.54|20.0|Epson|19.0 x 14.0 x 7.0 inches
1189|Marware C.E.O. Hybrid iPad 2 Case Black|602956007722|39.99|1.0|Marware|10.5 x 8.0 x 0.9 inches
1190|Marware Eco-Flip iPad 2 Case Black|602956008545|43.99|1.0|Marware|10.5 x 8.0 x 0.9 inches
1191|SIIG 1m Mini DisplayPort to Display Port Adapter Cable|CB-DP0D11-S1|12.88|0.1|SIIG|7.0 x 5.5 x 1.0 inches
1192|TRENDnet 24-Port 10 100 1000Mbps Switch|TEGS24G|239.99|7.2|TRENDnet|23.0 x 13.0 x 4.0 inches
1193|Ape Case AC165 Digital Camera Case|AC165|12.85|0.81|Ape Case|8.0 x 5.0 x 3.5 inches
1194|HP 75 Tri-color Inkjet Cartridge CB337WN|HP CB337WN140|19.47|0.15|HP|5.53 x 4.57 x 1.43 inches
1195|Targus 17  Platinum Blacktop Standard Laptop Computer Case Black Gray|CPT301US|46.88|3.5|Targus|17.5 x 13.6 x 5.0 inches
1196|Mach Speed MP3 MP4 Armband|ECLARM180|9.99|0.1|Mach Speed|8.4 x 5.3 x 1.1 inches
1197|Kensington K72335US Ci10 Fit Wireless Notebook Laser Mouse|K72335US|24.84|0.5|Kensington|6.8 x 5.3 x 0.6 inches
1198|Iomega 34337 Home Media Network Hard Drive - 1TB - RJ-45 Network USB|34337|129.98|3.5|Iomega|7.83 x 4.92 x 1.57 inches
1199|Adesso WKB-3100UB Wireless Keyboard|WKB-3100UB|56.88|1.6|Adesso|11.75 x 6.0 x 1.0 inches
1200|Verbatim 95003 3x DVD-RAM Double-Sided Media|95003|13.88|0.2|Verbatim|4.95 x 4.5 x 0.45 inches
1201|Arizona Cardinals Pro Grip Mouse|MSNF01|26.99||Team Pro Mark|
1202|Case Logic 14|147737|27.99|1.04|Case Logic|14.5 x 11.25 x 3.25 inches
1203|Draper M1300 Access Series V Electric Screen  - HDTV 161 diagonal|102185|2897.95|148.0|Draper|
1204|Draper Matte White Paragon Electric Screen - AV Format 19 6 x 26|114099|10682.45|980.0|Draper|
1205|Microsoft Publisher 2010|164-06233|117.54|0.34|Microsoft|7.57 x 5.44 x 1.19 inches
1206|BIC Triumph 537RT Retractable Gel Pen 0.7mm Blue 1-Dozen|RTR5711-BLU|16.99|0.35|BIC|6.0 x 2.75 x 1.31 inches
1207|Rubbermaid Techfile Plastic Magazine File Black|40406ROS|5.88|0.452|Rubbermaid|
1208|Xantech 283Dmw Designer Blink Emitter Single Mini Wire|283DMW|11.88|0.0313|Xantech|5.0 x 3.0 x 0.25 inches
1209|Polaroid i1237 Pink 12MP Digital Camera w 3x Optical Zoom 2.7  LCD Display|CIA-1237PC|68.0|0.3|Polaroid|3.6 x 2.4 x 1.0 inches
1210|Verbatim 10-Pack 50GB 6x Blu-ray Double Layer Recordable Disc|97335|94.88|0.55|Verbatim|5.75 x 5.6 x 1.35 inches
1211|ZAX Pro Series Component Cable 3m|87203|11.88|1.0|Zax|6.5 x 6.0 x 1.5 inches
1212|Aleratec 2GB Direct V2 PortaStore USB Flash Drive|380103|43.88|0.04|Aleratec|5.4 x 3.5 x 0.5 inches
1213|Da-Lite Pixmate 25 x 30 Shelf Television Cart With Cabinet 54 Height|7031|376.99|103.0|Da-Lite|54.0 x 30.0 x 25.0 inches
1214|Motion Systems 10.2  Skull Netbook Case|P10SLV85-AST|12.99|0.4|MOTION SYSTEMS|31.8 x 23.8 x 5.0 inches
1215|Apple iPad 2 with Wi-Fi 16GB w Starter Accessory||498.0|||
1216|Chief Manufacturing Centris Quick Release Interface||38.0|1.65|Chief Manufacturing|
1217|Verbatim Smartdisk Acclaim 320GB USB Portable Hard Drive Blue|VER97185|59.84|0.67|Verbatim|7.09 x 5.51 x 1.89 inches
1218|V7 8GB SD Card Secure Digital High Capacity 8 GB Memory Card|VASDH8GCL4R-1N|10.26|7.65|V7|11.65 x 9.15 x 8.48 inches
1219|Cyber Power PFC 1350VA LCD Sinewave Adaptive Intelligent UPS|CP1350PFCLCD|193.45|23.15|CyberPower|17.2 x 12.7 x 6.2 inches
1220|Powermat Complete Wireless Charging System for iPhone 4 Receiver Case and One Position Mat Included PMM-1P4-B19|PMM-1P4-B19|28.98|1.0|Powermat|7.25 x 5.0 x 1.5 inches
1221|Tribeca University of Texas 13  Breathe Sleeve for MacBooks|FVA2720|29.98|0.7|Tribeca|14.0 x 12.4 x 1.13 inches
1222|iWave IA300 Universal Car Holder for GPS and iPod iPhone|IA300|19.99|1.0|iWave|6.0 x 5.0 x 3.0 inches
1223|SIIG 3.5  SATA SuperSpeed USB 3.0 Hard Drive Enclosure Pro|JU-SA0B12-S1|41.39|2.45|SIIG|10.6 x 6.9 x 4.4 inches
1224|Vantec NexStar MX Dual 3.5  Dual Bay External Hard Drive Enclosure with JBOD RAID 0 1|NST-400MX-SR|100.21|4.5|Vantec|10.0 x 7.0 x 6.0 inches
1225|Vantec NexStar 2.5  SATA to USB 2.0 Hard Drive Dock|NST-D100S2|24.2|2.2|Vantec|8.0 x 7.0 x 3.5 inches
1226|Sony Cyber-shot DSC-T110 16MP Digital Camera Red w 4x Optical Zoom HD Movie Capture 3.0  Touchscreen LCD w 50 Bonus Prints|DSC-T110/R|219.99|2.0|Sony|8.0 x 6.0 x 3.0 inches
1227|Sony Cyber-shot DSC-WX9 16MP Compact Camera Black w 5x Optical Zoom Low-Light Performance 2.7  LCD w 50 Bonus Prints|DSC-WX9/B|219.0|2.0|Sony|8.0 x 6.0 x 3.0 inches
1228|Sony Cyber-shot DSC-T110 16MP Digital Camera Violet w 4x Optical Zoom HD Movie Capture 3.0  Touchscreen LCD w 50 Bonus Prints|DSC-T110/V|219.99|2.0|Sony|8.0 x 6.0 x 3.0 inches
1229|Michigan Wolverines iPhone 4 Case Silicone Cover|FVA3437|24.99||Tribeca|
1230|Maxell MyGen USB 4GB Auto Photo Backup|665107|26.88|9.5|Maxell|7.9 x 6.7 x 2.9 inches
1231|Vizio 42  Class LCD 1080p 120Hz HDTV E421VL|E421VL|548.0|32.85|Vizio|45.1 x 32.2 x 7.36 inches
1232|Case Logic IFOL-202BLACK Thin Folio Case with Form Fit Mount Black|IFOL-202BLACK|49.88|1.0|Case Logic|9.8 x 8.0 x 0.3 inches
1233|ACD Systems ACDSee Pro 4-Box Full Version|ACDCD70845WI|239.99|0.05|ACD Systems|7.4 x 5.4 x 1.3 inches
1234|GE Door Stop Alarm|50246|9.24|0.39|GE|5.916 x 1.898 x 1.81 inches
1235|Mobile Edge Eco-Friendly Canvas Messenger Bag Navy|MECME3|39.0|2.1|Mobile Edge|17.5 x 13.0 x 4.25 inches
1236|Royal PX70MX Paper Shredder|29160J|69.99|8.75|Royal Consumer|14.3 x 14.1 x 9.5 inches
1237|HP Q2429A Maintenance Kit|Q2429A|234.54|5.1|HP|17.75 x 10.5 x 9.5 inches
1238|Microsoft EGC-00001 Flight Simulator X Gold Edition|EGC-00001|28.54|0.48|Microsoft|6.75 x 4.73 x 1.04 inches
1239|AMD 100-505533 FireMV 2260 Graphics Card|100-505533|129.82|1.4|AMD|6.61 x 2.592 x 2.28 inches
1240|Visioneer PRW120-WU RoadWarrior Patriot Sheetfed Scanner|PRW120-WU|249.98|1.82|Visioneer|11.4 x 2.0 x 1.5 inches
1241|Sharpie Retractable Permanent Markers Fine Point Set of 12 Black|32701|13.64|0.35|Sharpie|6.37 x 3.37 x 1.25 inches
1242|Gear Head 2.4GHz Wireless Optical Nano Mouse Black|MP2800BLK|15.82|7.0|Gear Head|3.9 x 2.3 x 1.5 inches
1243|Draper DiamondScreen Rear Projection Screen with System 200 Black Frame - 133 diagonal HDTV Format|127164|28172.7|462.0|Draper|
1244|Belkin AC Charger with Swivel Plug   USB Sync Cable for iPhone|F8Z414|21.78|0.35|Belkin|6.4 x 5.1 x 1.7 inches
1245|Protector Film for iPad 2 Anti-glare|TR-PFIPD2-AG/EN|14.99|0.2|Simplism|9.3 x 7.1 x 0.1 inches
1246|I-Tec iPad Anti-Glare Screen Protector|T6020|17.88|0.3|I-Tec Electronics|11.25 x 8.0 x 0.13 inches
1247|Targus Universal USB Car Charger|APD0401US|31.88|0.17|Targus|6.0 x 4.0 x 1.04 inches
1248|Advantus Premier Heavy-Duty Retractable ID Card Reel 24  Extension Black Chrome 12 Box|75406|60.94|0.615||
1249|jWIN Port Amplified Stereo Speaker Case for iPad Blue|ISP210BLU|62.88|21.0|JWin|10.9 x 9.01 x 1.7 inches
1250|rooCASE 3-in-1 Kit - Smart Case Leather Cover for iPad 2|219534|59.99|1.0|rooCASE|8.8 x 7.7 x 0.7 inches
1251|Diamond Radeon HD 5450 PCI-E 512MB DDR3 Graphics Card|5450PE3512SB|46.88|0.75|Diamond|9.7 x 6.1 x 1.6 inches
1252|Samsung 60-2707-05 Samsung Galaxy Tab Multimedia Dock|60-2707-05|37.88|0.4|Samsung|6.4 x 4.3 x 1.5 inches
1253|Scotch Weighted Desktop Tape Dispenser|C38BK|7.9|1.055|Scotch|
1254|Quality Park Double Window Security Tinted Invoice   Check Envelope White|24532B|72.94|12.0||
1255|Case Logic 10.2|154701|18.39|0.71|Case Logic|11.0 x 8.0 x 2.5 inches
1256|Netgear Wireless-N 150 Access Point WN604|WN604-100NAS|55.88|1.4|NETGEAR|9.3 x 9.1 x 2.5 inches
1257|Da-Lite Da-Plex Unframed Rear Projection Screen - 84 x 84 AV Format|27503|3561.99|342.0|Da-Lite|
1258|Da-Lite Video Spectra 1.5 Model C Manual Screen - 78 x 139 HDTV Format|82973|787.99|69.0|Da-Lite|
1259|Everki Commute 18.4  Laptop Sleeve with Memory Foam EKF808S18|Everki EKF808S18|39.0|1.45|Everki|18.7 x 13.58 x 1.97 inches
1260|Netgear ProSafe Plus 8-Port Gigabit Ethernet Switch with PoE|GS108PE100NAS|247.5|3.24|NETGEAR|23.25 x 12.77 x 10.4 inches
1261|Bracketron NAV Mat II Universal GPS Friction Mount|UFM-210-BL|16.15|0.55|Bracketron|11.5 x 9.0 x 1.5 inches
1262|Manfrotto Unica V DSLR Messenger Bag|MB-SM390-5BC|89.99|3.2|Manfrotto|42.0 x 30.0 x 19.0 inches
1263|DigiPower 4-Section Tripod Dark Blue|TPTR47DBL|29.99|1.77|DigiPower|15.7 x 3.7 x 3.5 inches
1264|Just Wireless Multi Tip Car AC Phone Charger|4222|0.0||Just Wireless|8.0 x 5.0 x 2.5 inches
1265|Digital Innovations Clean Dr. DVD Laser Lens Cleaner|4190200|9.88|0.2|Digital Innovations|7.0 x 4.5 x 0.6 inches
1266|Bower SS26 Digital Neck Strap Green|RELAUNCH SS26GR|12.98|0.1|Bower|32.0 x 1.0 x 0.125 inches
1267|US Brown Bear Fixed Series Medium Slim Fixed Mount for 23 - 37 Displays||19.99|3.3|US Brown Bear|19.38 x 3.25 x 2.0 inches
1268|Disney Toy Story CD Boom Box|TS500B|39.54|5.55|Disney|13.94 x 10.71 x 4.92 inches
1269|Comprehensive 1 4 Standard Stereo Phone Jack Cable End Set of 25|SPJ-S|35.75|0.1|Comprehensive|
1270|Verbatim 8.5GB 2.4X - 6X DVD R DL 10 Packs Double Layer Disc|95166|17.32|0.52|Verbatim|5.7 x 5.6 x 1.0 inches
1271|Verbatim 4.7GB 16X DVD-R LightScribe 1.2 30 Packs Cake Box Disc|95339|19.72|1.3|Verbatim|5.3 x 5.1 x 3.4 inches
1272|JVC HAW600RF 900MHz Wireless Stereo Headphones with Location Feature|HAW600RF|47.54|1.45|JVC|12.0 x 9.75 x 5.75 inches
1273|Draper M1300 Premier Electric Screen  - HDTV 161 diagonal|101186|2049.0|105.0|Draper|
1274|Draper M2500 Premier Series C Manual Screen - 120 diagonal Widescreen Format|200129|1551.95|69.0|Draper|
1275|Draper Flexible Matte White Ultimate Folding Portable Screen with Heavy-Duty Legs - 15 diagonal NTSC Format|241032|1075.0|88.0|Draper|
1276|ViewSonic Value 19  LCD Monitor  VA1932WM|VA1932WM|149.0|11.0|ViewSonic|20.5 x 17.5 x 5.88 inches
1277|Joby Heavyweight Ballhead Combo|GP8BHEN|148.0|1.65|JOBY|14.3 x 3.4 x 3.0 inches
1278|BIC Print and Peel Mailing Labels 1 White 30 labels per Sheet 12-Sheets|BWL3012-WHI|6.39|0.37|BIC|12.6 x 9.3 x 0.3 inches
1279|Five Star 1-Subject Wirebound Wide Rule Trend Notebook Teal 5 pack||9.5|1.042||
1280|Rolodex Wood Tone Desk Pad Mahogany 24 x 19|23390|37.94|3.25|ROLODEX|
1281|Micro Plastics 8  Black Cable Ties 100pk|43225001094|0.0||Generic|12.187 x 5.5 x 0.875 inches
1282|D-Link Systems PowerLine AV 4-Port Switch Starter Kit DHP-347AV|DHP-347AV|112.0|1.95|D-Link|10.9 x 8.2 x 3.9 inches
1283|iConcepts Flat Panel Speaker System|79733NS|14.14|2.0|Sakar|9.25 x 8.75 x 3.6 inches
1284|V7 25 CAT6 Snagless Molded Network Patch Cable Red|V7N2C6-25F-REDS|9.76|0.3|V7|10.0 x 8.0 x 1.0 inches
1285|PaperPro Compact Stapler 15 Sheet Capacity Black Gray|1510|11.47|0.462||
1286|Mayline Brighton Series Suspended Box File Pedestal Cherry|BTBF20LCR|229.0|59.0|Mayline|20.0 x 19.5 x 15.75 inches
1287|Quartet Tack   Write Monthly Calendar Board Black|CT1711|31.5|1.0|Quartet|
1288|Avery 1  Heavy Duty Binder with EZD Ring Maroon|79369|5.37|0.884|Avery|11.75 x 10.25 x 1.751 inches
1289|TOPS Perforated Pads 50 Sheet Pads Dozen|7572|16.94|6.756|TOPS BUSINESS FORMS|
1290|Link Depot 14 Ethernet Enhanced CAT6 Networking Cable Yellow|C6M-14-YLB|3.98|1.55|Link Depot|12.0 x 7.5 x 1.0 inches
1291|Peerless Slimline Universal Ultra Slim Tilt Mount for 22 to 40 Ultra Thin Screens Weighing Up to 60 lb||143.99|4.0|Peerless|9.35 x 8.75 x 0.68 inches
1292|National Brand Heavyweight Reinforced 11  Filler Paper 100 Sheets|20122|7.47|1.041|National Products Ltd.|
1293|Avery Dot Matrix Printer Address Labels 1 Across 3-1 2 x 1-7 16 White 5000 Box|4020|31.69|4.1|Avery|
1294|Avery Shipping Labels with TrueBlock Technology 8-1 2 x 11 White 25 Pack|8165|11.94|0.732|Avery|
1295|D-Link DIR-412 Mobile Broadband Wireless Router|DIR412|119.99|1.04|D-Link|8.86 x 5.91 x 2.95 inches
1296|Da-Lite Da-Glas Unframed Rear Projection Screen - 57 3 4 x 77 Video Format|27604|1609.99|366.0|Da-Lite|
1297|V7 4GB SD Card Class 6 High Capacity SDHC 4 GB|VASDH4GCL6R-1N|7.98|0.05|V7|4.25 x 4.0 x 0.01 inches
1298|Lenovo ThinkPad X60 Tablet Digitizer Pen Tether 3pk|41U4820|13.67|0.2|Lenovo|9.6 x 5.8 x 2.2 inches
1299|Sony H Series NP-FH50 Actiforce InfoLithium Battery Hybrid|NPFH50|38.0|0.9|Sony|8.75 x 4.0 x 0.5 inches
1300|Advantus Grip-A-Strip Display Rail 96  High Aluminum Finish|2015|41.99|2.5||
1301|Vivitar 50-in-1 Card Reader Writer|VIV-RW-50|11.98|0.84|Vivitar|5.25 x 4.5 x 1.5 inches
1302|iHOME Rechargeable Collapsible Portable Mini Multimedia Speakers Silver|IHM79SC|47.55|3.7|iHome|6.5 x 5.25 x 3.0 inches
1303|Tribeca Chicago Bears 13  Sleeve for MacBooks|FVA2777|29.98|0.7|Tribeca|14.0 x 12.4 x 1.13 inches
1304|Tribeca Varsity Jacket Hard Shell Case for iPod Touch Dallas Cowboys|FVA3767|18.54|0.9|Tribeca|7.75 x 4.0 x 0.75 inches
1305|Allsop Clingo Universal Hands Free Mount|30272|34.99|0.45|Allsop|8.2 x 4.9 x 3.3 inches
1306|Mead Spiral Bound Wide Rule Notebook - 100 sheets 4 pack||7.0|0.74||
1307|GE Receptacle with Safety Shutters White|54263|0.0||General Electric|4.2 x 1.8 x 1.09 inches
1308|GE 100pk Neon Cable Ties Assorted Colors|18171|0.0||General Electric|4.48 x 2.55 x 1.03 inches
1309|EDGE 256MB 1X256MB PC2100 NONECC UNBUFFERED 184 PIN DDR DIMM|PE158842|11.88|0.25|EDGE|9.0 x 6.0 x 3.0 inches
1310|KENSINGTON                                         Contour Roller Notebook Case Nylon 17-1 2 x 9-1 2 x 13 Black|KMW62348|122.29|10.95|Kensington|17.5 x 13.0 x 9.5 inches
1311|Kingston 1GB DDR PC-3200 400MHz DDR 184 Pin Desktop Memory Module|KVR400X64C3A1G|50.92|0.1|Kingston|6.75 x 2.25 x 0.5 inches
1312|Philips USA 2 Silicone Cases for iPhone 4 Black White|DLM4313/17|16.88|1.0|Philips|2.5 x 1.5 x 0.5 inches
1313|Koss Earbud Stereophone|ISPARK|30.29|0.15|Koss|6.5 x 5.0 x 1.75 inches
1314|SAMSILL CORPORATION                                Microsoft Ladies Laptop Tote 15-1 2 x 6-1 4 x 13-1 4 Black Tan|SAM39403|80.29|3.6667|SAMSILL CORPORATION|15.5 x 13.25 x 6.25 inches
1315|Optoma BL-FP230C Replacement Projector Lamp for Optoma EP749 Projector|BL-FP230C|294.84|0.56|Optoma|6.25 x 6.25 x 5.0 inches
1316|Case Logic 208 Capacity Nylon CD DVD Wallet|87974|19.99|2.04|Case Logic|13.25 x 12.0 x 2.75 inches
1317|Tenba Mixx Shoulder Bag  Large|136902|85.99|1.8|Tenba|10.5 x 9.5 x 8.5 inches
1318|Middle Atlantic Long 20 Outlet Single 20 Amp Circuit Thin Power Strip with Cord|PDT-2020C-NS|188.99|7.0|Middle Atlantic|
1319|Belkin F8E262-BLK WaveRest Series Gel Mouse Pad|F8E262-BLK|14.88|0.44|Belkin|10.8 x 8.1 x 2.25 inches
1320|Kingston M25664F50 2GB DDR2-667 200-pin SO DIMM SDRAM Laptop Memory Module|M25664F50|38.92|0.1|Kingston|5.76 x 3.06 x 0.45 inches
1321|Fellowes 91441 Gel Crystal Mouse Pad with Wrist Rest|91441|14.88|0.8|Fellowes|8.91 x 4.77 x 0.27 inches
1322|Mutant MIG-PS1-4 Media Yo Yo Amplified Speaker Green|MIG-PS1-4|14.88|1.0|Mutant|5.0 x 4.0 x 2.0 inches
1323|Verbatim 500GB CLLN USB Portable Hard Drive 97060|97060|77.84|0.7|Verbatim|7.0 x 5.6 x 1.9 inches
1324|Kensington ProFit Wired Full Size Mouse|K72343US|19.88|0.9|Kensington|11.0 x 10.0 x 1.5 inches
1325|Cobra 15-Band Digital Radar Laser Detector|XRS-9645|135.25|1.1|COBRA|4.9 x 3.2 x 1.5 inches
1326|Skooba Design 12 Wrap in Black|890-312|18.99|1.0|Skooba Design|12.0 x 12.0 x 0.125 inches
1327|Draper Matte White Baronet Electric Screen - AV Format 60 x 60|129002|423.8|24.0|Draper|
1328|Draper M1300 Premier Electric Screen  - AV Format 12 x 12|101180|2436.45|111.0|Draper|
1329|Draper High Contrast Grey Signature Series E Electric Screen  - AV Format 7 x 9|111534|2332.95|165.0|Draper|
1330|Draper High Contrast Grey Targa Electric Screen With Quiet Motor - HDTV 106 diagonal|116305Q|882.5|62.0|Draper|
1331|Draper HiDef Grey Clarion Fixed Frame Screen - 7 6 diagonal NTSC Format|252099|824.99|45.0|Draper|
1332|Draper Vortex Rear Projection Screen with System 200 Black Frame - 92 diagonal HDTV Format|125075|9137.2|230.0|Draper|
1333|Draper AT Grey Access MultiView Series E Acoustically Transparent Screen - 109 diagonal Widescreen Format|106062|4375.95|96.0|Draper|
1334|Canon CLI-226 Black Ink Tank||0.0||Canon|4.5 x 3.6 x 0.9 inches
1335|HON Company Laminate Angled Center Drawer 22w x 15-3 8d x 2-1 2h Henna Cherry||85.39|11.0|HON|22.0 x 15.375 x 2.5 inches
1336|Case Logic 16.2  Laptop Case Gray|ULA-116GRAY|27.8|1.25|Case Logic|16.54 x 14.76 x 3.74 inches
1337|Kroo iPad iCap Black|11929|28.88|1.0|Kroo|12.0 x 10.0 x 1.5 inches
1338|Smead 5  Expansion End Tab File Pockets w Tyvek Straight Letter Manila 10 Box|75174|37.94|2.599||
1339|General Tools 1261-2 3 8-Inch Grommet Refills - 24 Pack|1261-2|7.99|0.1518|General Tools|
1340|CTA Mini Battery Chargers for Nikon EN-EL9 Digital Cameras|MR-ENEL9|15.98|0.3063|CTA|8.5 x 3.5 x 2.75 inches
1341|Stanley MaxSteel Tape Rules - 5 8 x12 c.g. power meas|680-33-691|17.99|0.42|Stanley|
1342|V7 3 CAT6 Snagless Molded Network Patch Cable Black|V7N2C6-03F-BLKS|4.88|0.2|V7|8.0 x 6.0 x 1.0 inches
1343|Philips 46  Class LCD 1080p 120Hz HDTV 46PFL3706|46PFL3706/F7|749.99|61.95|Philips|44.11 x 27.1 x 4.33 inches
1344|Sony 8GB Class 4 SD Memory Card|SF8N4/TQP|0.0||Sony|6.1 x 4.92 x 0.354 inches
1345|Innovera Softskin Gel Wrist Rest Black|51452|11.25|0.382|INNOVERA|
1346|Mavis Beacon Teaches Typing Platinum 20|15060|24.98|0.3|Encore|7.56 x 5.28 x 1.34 inches
1347|Zoom Telephonics V.92 LP PCI Express Modem|30370000G|35.0|0.35|Zoom|7.0 x 5.3 x 1.2 inches
1348|Buffalo Technology LinkStation Duo Dual-Bay 1.0 TB 1 x 1TB Network Attatched Storage LS-WX1.0TL 1D|LSWX10TL1D|179.82|4.45|Buffalo Technology|10.7 x 8.9 x 4.7 inches
1349|Night Owl Security Products CCD Wired Color Security Camera with 60 Cable|CAM-S420-245A|67.82|2.8|Night Owl|13.0 x 11.5 x 5.5 inches
1350|Clover 19  LCD with 8-Channel DVR System with H.264 Video Compression|TBUN0830|1079.73|35.35|Clover Electronics|20.25 x 17.0 x 16.0 inches
1351|Lenovo Black 15.6  IdeaPad Z565-43113HU Laptop PC with AMD Turion II P560 Processor and Windows 7 Home Premium 64-bit|43113HU|518.0|9.0|Lenovo|18.5 x 13.6 x 3.5 inches
1352|Sceptre 24  ultra-slim E240RC-FHD|E240RC-FHD|179.0|15.81|Sceptre|22.5 x 16.9 x 7.7 inches
1353|Kingston HyperX Grey Series 4GB 2 x 2GB DDR3 SDRAM 1600 240-Pin Desktop Memory Model|KHX1600C9D3X2K2/4GX|49.99|0.24|Kingston|6.75 x 3.75 x 0.55 inches
1354|Virginia Tech Hokies iPhone 4 Case Black Shell|FVA3168|29.99||Tribeca|
1355|Cooler Master Vortex Plus CPU Cooler|RRVTPS28PKR1|30.0|1.25|Coolermaster|5.9 x 5.0 x 4.8 inches
1356|ViewSonic PJD7383 DLP Projector|PJD7383|729.0|12.1|ViewSonic|15.4 x 15.0 x 8.3 inches
1357|Micro Innovations 4230300 EasyGlide Travel Wired Optical Mouse|4230300|10.88|1.0|Digital Innovations|7.5 x 6.1 x 1.6 inches
1358|Safco Onyx Mesh Desk Organizer 8 Sections 11 3 8w x 9 1 2d x 13h Black|3266BL|47.94|2.0||
1359|Sony BCVW1 AC Charger for W Series Battery|BCVW1|44.88|0.5|Sony|8.0 x 4.8 x 1.0 inches
1360|iLuv Portfolio Case Stand for iPad 2 Black|ICC816BLK|35.88|0.56|iLuv|11.0 x 7.75 x 1.6 inches
1361|LG 23  LED TV Monitor M2380D Black|M2380D|349.0|13.7|LG|21.5 x 16.4 x 7.6 inches
1362|Cardinal Zippered Binder Pockets 8-1 2 x 11 Clear 3 Pack||5.27|||
1363|Panasonic SLIMZ Over-Ear Headphone Black Pink RP-HX40-PK|RP-HX40-PK|34.88|1.0|Panasonic|9.1 x 7.2 x 1.4 inches
1364|HP Black Pavilion Slimline s5-1020 Desktop PC with Intel Pentium E6800 Processor 1TB Hard Drive and Windows 7 Home Premium Monitor Not Included|HP s5-1020|429.0|21.58|HP|15.43 x 12.28 x 6.21 inches
1365|Los Angeles Lakers iPod Touch 4G Hard Case|FVA4614|29.99||Tribeca|
1366|Belkin Home Office Series 8-Outlet Surge Protector w Coaxial Protection|BE108230-06|17.88|2.1|Belkin|12.4 x 6.88 x 2.17 inches
1367|Razer Lycosa Gaming Keyboard|LYCOSA|67.84|3.5|Razer|18.46 x 8.7 x 0.59 inches
1368|Rocstor G222R2-01 Rocpro 850 External Hard Drive|G222R2-01|159.98|4.95|Rocstor|8.66 x 5.79 x 1.61 inches
1369|Apricorn D809WCDEL60 80GB Dell Latitude   Inspiron Series Notebook Hard Drive|D809WCDEL60|98.84|0.65|Apricorn|3.94 x 2.75 x 0.37 inches
1370|Zyxel WAP3205 Wireless N Access Point|WAP3205|49.88|1.65|ZyXEL|9.72 x 8.19 x 2.43 inches
1371|LifeWorks Optical Netbook Mouse in Red IHM153OR|IHM153OR|19.88|0.2|LIFEWORKS|6.2 x 4.2 x 1.6 inches
1372|Dymo File Folder Labels 2-up|30277|10.88|0.15|Dymo|2.6 x 2.5 x 1.4 inches
